"model","case","R","Var_a","method","n","mean_MSPE","MCSE","lower","upper","R_factor","Var_a_label"
"Random-intercept model (RI)",13,10,0.5,"KM",20,9.32417517144283,0.0569192268154683,9.21261348688451,9.43573685600115,"10","Var(a) = 0.50"
"Random-intercept model (RI)",13,10,0.5,"BLM",20,9.32491589617664,0.0569831031721985,9.21322901395913,9.43660277839415,"10","Var(a) = 0.50"
"Random-intercept model (RI)",13,10,0.5,"CPF",20,9.32439896336698,0.0570199641121762,9.21263983370711,9.43615809302684,"10","Var(a) = 0.50"
"Random-intercept model (RI)",13,10,0.5,"OBS",20,9.32397481686012,0.056971988123973,9.21230972013713,9.43563991358311,"10","Var(a) = 0.50"
"Random-intercept model (RI)",13,10,0.5,"LM",20,9.32419816043336,0.0570718636128358,9.2123373077522,9.43605901311452,"10","Var(a) = 0.50"
"Random-intercept model (RI)",13,20,0.5,"ORACLE",20,9.04438004031159,0.0523046289090682,8.94186296764982,9.14689711297336,"20","Var(a) = 0.50"
"Random-intercept model (RI)",13,20,0.5,"CIRG",20,9.34846707999595,0.0579747591484883,9.23483655206492,9.46209760792699,"20","Var(a) = 0.50"
"Random-intercept model (RI)",13,20,0.5,"KM",20,9.34774055575105,0.0583057878725487,9.23346121152086,9.46201989998125,"20","Var(a) = 0.50"
"Random-intercept model (RI)",13,20,0.5,"BLM",20,9.3587176572466,0.0574578726821721,9.24610022678954,9.47133508770365,"20","Var(a) = 0.50"
"Random-intercept model (RI)",13,20,0.5,"CPF",20,9.3527456616627,0.0573280407678658,9.24038270175768,9.46510862156771,"20","Var(a) = 0.50"
"Random-intercept model (RI)",13,20,0.5,"OBS",20,9.34815320945109,0.057839212141038,9.23478835365466,9.46151806524753,"20","Var(a) = 0.50"
"Random-intercept model (RI)",13,20,0.5,"LM",20,9.34691088576249,0.0582597502889533,9.23272177519614,9.46109999632884,"20","Var(a) = 0.50"
"Random-intercept model (RI)",13,50,0.5,"ORACLE",20,9.08545699991383,0.0515493241520599,8.9844203245758,9.18649367525187,"50","Var(a) = 0.50"
"Random-intercept model (RI)",13,50,0.5,"CIRG",20,9.40705640323641,0.0530857876621772,9.30300825941855,9.51110454705428,"50","Var(a) = 0.50"
"Random-intercept model (RI)",13,50,0.5,"KM",20,9.40809494570696,0.0531431549210902,9.30393436206162,9.51225552935229,"50","Var(a) = 0.50"
"Random-intercept model (RI)",13,50,0.5,"BLM",20,9.44175685672229,0.0529478507488201,9.3379790692546,9.54553464418997,"50","Var(a) = 0.50"
"Random-intercept model (RI)",13,50,0.5,"CPF",20,9.42967447549463,0.0525793333585726,9.32661898211182,9.53272996887743,"50","Var(a) = 0.50"
"Random-intercept model (RI)",13,50,0.5,"OBS",20,9.4086091079762,0.0530759158570053,9.30458031289647,9.51263790305593,"50","Var(a) = 0.50"
"Random-intercept model (RI)",13,50,0.5,"LM",20,9.40777526064677,0.0531405519011127,9.30361977892059,9.51193074237296,"50","Var(a) = 0.50"
"Random-intercept model (RI)",13,10,2.25,"ORACLE",20,9.06449136879126,0.0530942399965544,8.96042665839802,9.16855607918451,"10","Var(a) = 2.25"
"Random-intercept model (RI)",13,10,2.25,"CIRG",20,10.216222081509,0.0903517386230394,10.0391326738078,10.3933114892101,"10","Var(a) = 2.25"
"Random-intercept model (RI)",13,10,2.25,"KM",20,10.2342086121581,0.087411873238827,10.06288134061,10.4055358837062,"10","Var(a) = 2.25"
"Random-intercept model (RI)",13,10,2.25,"BLM",20,10.2455941130989,0.0859081409751301,10.0772141567877,10.4139740694102,"10","Var(a) = 2.25"
"Random-intercept model (RI)",13,10,2.25,"CPF",20,10.2450405984423,0.0858377560230853,10.0767985966371,10.4132826002476,"10","Var(a) = 2.25"
"Random-intercept model (RI)",13,10,2.25,"OBS",20,10.2446088802045,0.0857666861296747,10.0765061753904,10.4127115850187,"10","Var(a) = 2.25"
"Random-intercept model (RI)",13,10,2.25,"LM",20,10.2447936515494,0.0857708336734826,10.0766828175494,10.4129044855494,"10","Var(a) = 2.25"
"Random-intercept model (RI)",13,20,2.25,"ORACLE",20,9.04614368620668,0.0523422781868258,8.9435528209605,9.14873455145286,"20","Var(a) = 2.25"
"Random-intercept model (RI)",13,20,2.25,"CIRG",20,10.4314580534927,0.074879963180752,10.2846933256584,10.578222781327,"20","Var(a) = 2.25"
"Random-intercept model (RI)",13,20,2.25,"KM",20,10.4402326205739,0.0753641948083475,10.2925187987495,10.5879464423983,"20","Var(a) = 2.25"
"Random-intercept model (RI)",13,20,2.25,"BLM",20,10.457294807196,0.0730961775088184,10.3140262992787,10.6005633151133,"20","Var(a) = 2.25"
"Random-intercept model (RI)",13,20,2.25,"CPF",20,10.4504109881893,0.0732705069215583,10.3068007946231,10.5940211817556,"20","Var(a) = 2.25"
"Random-intercept model (RI)",13,20,2.25,"OBS",20,10.4455739002152,0.0739557636231037,10.3006206035139,10.5905271969165,"20","Var(a) = 2.25"
"Random-intercept model (RI)",13,20,2.25,"LM",20,10.4441761007877,0.0743856327571258,10.2983802605838,10.5899719409917,"20","Var(a) = 2.25"
"Random-intercept model (RI)",13,50,2.25,"ORACLE",20,9.08998459003535,0.0510963679289137,8.98983570889468,9.19013347117602,"50","Var(a) = 2.25"
"Random-intercept model (RI)",13,50,2.25,"CIRG",20,10.6186656773384,0.0620758012235806,10.4969971069402,10.7403342477366,"50","Var(a) = 2.25"
"Random-intercept model (RI)",13,50,2.25,"KM",20,10.6260153815448,0.0628024257926508,10.5029226269912,10.7491081360984,"50","Var(a) = 2.25"
"Random-intercept model (RI)",13,50,2.25,"BLM",20,10.6611080788696,0.0627517329442352,10.5381146822989,10.7841014754403,"50","Var(a) = 2.25"
"Random-intercept model (RI)",13,50,2.25,"CPF",20,10.6447696349264,0.0633421120616986,10.5206190952855,10.7689201745674,"50","Var(a) = 2.25"
"Random-intercept model (RI)",13,50,2.25,"OBS",20,10.627012716207,0.0626929513835995,10.5041345314951,10.7498909009189,"50","Var(a) = 2.25"
"Random-intercept model (RI)",13,50,2.25,"LM",20,10.6258368549273,0.0627032736150569,10.5029384386418,10.7487352712128,"50","Var(a) = 2.25"
"Random-slope model (RS)",13,10,0.5,"ORACLE",20,9.48721912556419,0.0546799990518757,9.38004632742251,9.59439192370587,"10","Var(a) = 0.50"
"Random-slope model (RS)",13,10,0.5,"CIRG",20,11.8637771441441,0.188336868909941,11.4946368810806,12.2329174072076,"10","Var(a) = 0.50"
"Random-slope model (RS)",13,10,0.5,"KM",20,12.0027737340864,0.178244566697329,11.6534143833596,12.3521330848132,"10","Var(a) = 0.50"
"Random-slope model (RS)",13,10,0.5,"BLM",20,12.4850010253296,0.121939024299276,12.246000537703,12.7240015129562,"10","Var(a) = 0.50"
"Random-slope model (RS)",13,10,0.5,"CPF",20,12.4877422654328,0.121546935209118,12.2495102724229,12.7259742584426,"10","Var(a) = 0.50"
"Random-slope model (RS)",13,10,0.5,"OBS",20,12.4875706492313,0.121975570173495,12.2484985316912,12.7266427667713,"10","Var(a) = 0.50"
"Random-slope model (RS)",13,10,0.5,"LM",20,12.4850010253296,0.121939024299276,12.246000537703,12.7240015129562,"10","Var(a) = 0.50"
"Random-slope model (RS)",13,20,0.5,"ORACLE",20,9.76569789505997,0.0465433040331824,9.67447301915493,9.85692277096501,"20","Var(a) = 0.50"
"Random-slope model (RS)",13,20,0.5,"CIRG",20,12.818041266198,0.125166351577799,12.5727152171055,13.0633673152905,"20","Var(a) = 0.50"
"Random-slope model (RS)",13,20,0.5,"KM",20,12.9130008895506,0.105822107153733,12.7055895595293,13.1204122195719,"20","Var(a) = 0.50"
"Random-slope model (RS)",13,20,0.5,"BLM",20,13.3020976142626,0.0948350541820024,13.1162209080659,13.4879743204593,"20","Var(a) = 0.50"
"Random-slope model (RS)",13,20,0.5,"CPF",20,13.3105784191044,0.0949765448627394,13.1244243911734,13.4967324470354,"20","Var(a) = 0.50"
"Random-slope model (RS)",13,20,0.5,"OBS",20,13.3062907517132,0.0957301330879381,13.1186596908609,13.4939218125656,"20","Var(a) = 0.50"
"Random-slope model (RS)",13,20,0.5,"LM",20,13.3020976142626,0.0948350541820023,13.1162209080659,13.4879743204593,"20","Var(a) = 0.50"
"Random-slope model (RS)",13,50,0.5,"ORACLE",20,10.2902070573159,0.063301592423829,10.1661359361652,10.4142781784666,"50","Var(a) = 0.50"
"Random-slope model (RS)",13,50,0.5,"CIRG",20,12.9200921501988,0.106644278418902,12.7110693644978,13.1291149358999,"50","Var(a) = 0.50"
"Random-slope model (RS)",13,50,0.5,"KM",20,13.0926887291879,0.0855861047457517,12.9249399638863,13.2604374944896,"50","Var(a) = 0.50"
"Random-slope model (RS)",13,50,0.5,"BLM",20,13.3670843006736,0.0740846656298944,13.221878356039,13.5122902453082,"50","Var(a) = 0.50"
"Random-slope model (RS)",13,50,0.5,"CPF",20,13.3949588206359,0.0731258846684134,13.2516320866859,13.538285554586,"50","Var(a) = 0.50"
"Random-slope model (RS)",13,50,0.5,"OBS",20,13.3748863526958,0.0750934781548327,13.2277031355123,13.5220695698792,"50","Var(a) = 0.50"
"Random-slope model (RS)",13,50,0.5,"LM",20,13.3670843006736,0.0740846656298944,13.221878356039,13.5122902453082,"50","Var(a) = 0.50"
"Random-slope model (RS)",13,10,2.25,"ORACLE",20,9.4900525203018,0.0548728327059137,9.38250176819821,9.59760327240539,"10","Var(a) = 2.25"
"Random-slope model (RS)",13,10,2.25,"CIRG",20,12.8295689477286,0.222983709077523,12.3925208779367,13.2666170175206,"10","Var(a) = 2.25"
"Random-slope model (RS)",13,10,2.25,"KM",20,12.9831290912615,0.210300793751286,12.570939535509,13.395318647014,"10","Var(a) = 2.25"
"Random-slope model (RS)",13,10,2.25,"BLM",20,13.4805797132055,0.146669193063257,13.1931080948015,13.7680513316095,"10","Var(a) = 2.25"
"Random-slope model (RS)",13,10,2.25,"CPF",20,13.4834644462948,0.146411242359168,13.1964984112708,13.7704304813188,"10","Var(a) = 2.25"
"Random-slope model (RS)",13,10,2.25,"OBS",20,13.4833636940189,0.146606898114727,13.196014173714,13.7707132143237,"10","Var(a) = 2.25"
"Random-slope model (RS)",13,10,2.25,"LM",20,13.4805797132055,0.146669193063257,13.1931080948015,13.7680513316095,"10","Var(a) = 2.25"
"Random-slope model (RS)",13,20,2.25,"ORACLE",20,9.77231670982298,0.0464055796157375,9.68136177377614,9.86327164586983,"20","Var(a) = 2.25"
"Random-slope model (RS)",13,20,2.25,"CIRG",20,14.0587883491225,0.157523892629148,13.7500415195693,14.3675351786756,"20","Var(a) = 2.25"
"Random-slope model (RS)",13,20,2.25,"KM",20,14.1644324630016,0.136312838059658,13.8972593004047,14.4316056255986,"20","Var(a) = 2.25"
"Random-slope model (RS)",13,20,2.25,"BLM",20,14.5618205782164,0.127763494275268,14.3114041294369,14.812237026996,"20","Var(a) = 2.25"
"Random-slope model (RS)",13,20,2.25,"CPF",20,14.5721976142377,0.127499846927446,14.3222979142599,14.8220973142155,"20","Var(a) = 2.25"
"Random-slope model (RS)",13,20,2.25,"OBS",20,14.5657220191935,0.128470490982847,14.3139198568671,14.8175241815199,"20","Var(a) = 2.25"
"Random-slope model (RS)",13,20,2.25,"LM",20,14.5618205782164,0.127763494275268,14.3114041294369,14.812237026996,"20","Var(a) = 2.25"
"Random-slope model (RS)",13,50,2.25,"ORACLE",20,10.3067355748869,0.0632222943014818,10.182819878056,10.4306512717178,"50","Var(a) = 2.25"
"Random-slope model (RS)",13,50,2.25,"CIRG",20,14.1854268769675,0.122135968560627,13.9460403785886,14.4248133753463,"50","Var(a) = 2.25"
"Random-slope model (RS)",13,50,2.25,"KM",20,14.3617149979972,0.104254067544966,14.157377025609,14.5660529703853,"50","Var(a) = 2.25"
"Random-slope model (RS)",13,50,2.25,"BLM",20,14.6457548636102,0.0886173714163488,14.4720648156341,14.8194449115862,"50","Var(a) = 2.25"
"Random-slope model (RS)",13,50,2.25,"CPF",20,14.6737363274439,0.0876850686587182,14.5018735928728,14.845599062015,"50","Var(a) = 2.25"
"Random-slope model (RS)",13,50,2.25,"OBS",20,14.6533627791825,0.0893470762187942,14.4782425097937,14.8284830485714,"50","Var(a) = 2.25"
"Random-slope model (RS)",13,50,2.25,"LM",20,14.6457548636102,0.0886173714163487,14.4720648156341,14.8194449115862,"50","Var(a) = 2.25"
"Random-intercept model (RI)",14,10,0.5,"ORACLE",20,9.06417506798889,0.0534697699947435,8.95937431879919,9.16897581717858,"10","Var(a) = 0.50"
"Random-intercept model (RI)",14,10,0.5,"CIRG",20,9.3745208428393,0.0567343730427634,9.26332147167548,9.48572021400311,"10","Var(a) = 0.50"
"Random-intercept model (RI)",14,10,0.5,"KM",20,9.37453948360158,0.0567264050300622,9.26335572974265,9.4857232374605,"10","Var(a) = 0.50"
"Random-intercept model (RI)",14,10,0.5,"BLM",20,9.37533271190183,0.0566249286197002,9.26434785180722,9.48631757199644,"10","Var(a) = 0.50"
"Random-intercept model (RI)",14,10,0.5,"CPF",20,9.37456320663686,0.0567059192289393,9.26341960494814,9.48570680832558,"10","Var(a) = 0.50"
"Random-intercept model (RI)",14,10,0.5,"OBS",20,9.37441063564363,0.0566731064013033,9.26333134709707,9.48548992419018,"10","Var(a) = 0.50"
"Random-intercept model (RI)",14,10,0.5,"LM",20,9.37455586405808,0.0567320491747753,9.26336104767552,9.48575068044064,"10","Var(a) = 0.50"
"Random-intercept model (RI)",14,20,0.5,"ORACLE",20,9.04458597230119,0.0524857680617842,8.94171386690009,9.14745807770229,"20","Var(a) = 0.50"
"Random-intercept model (RI)",14,20,0.5,"CIRG",20,9.36496126934791,0.0572561381160382,9.25273923864048,9.47718330005534,"20","Var(a) = 0.50"
"Random-intercept model (RI)",14,20,0.5,"KM",20,9.36563650923473,0.057161738059854,9.25359950263742,9.47767351583205,"20","Var(a) = 0.50"
"Random-intercept model (RI)",14,20,0.5,"BLM",20,9.37676534333981,0.0572977747896779,9.26446170475204,9.48906898192758,"20","Var(a) = 0.50"
"Random-intercept model (RI)",14,20,0.5,"CPF",20,9.37208590249176,0.0571961974606149,9.25998135546895,9.48419044951456,"20","Var(a) = 0.50"
"Random-intercept model (RI)",14,20,0.5,"OBS",20,9.36631433509659,0.0571688799831767,9.25426333032956,9.47836533986361,"20","Var(a) = 0.50"
"Random-intercept model (RI)",14,20,0.5,"LM",20,9.36474082897927,0.0572161270022277,9.2525972200549,9.47688443790364,"20","Var(a) = 0.50"
"Random-intercept model (RI)",14,50,0.5,"ORACLE",20,9.08943372072655,0.0530376944384462,8.98547983962719,9.1933876018259,"50","Var(a) = 0.50"
"Random-intercept model (RI)",14,50,0.5,"CIRG",20,9.4309341823996,0.0579432855605214,9.31736534270098,9.54450302209823,"50","Var(a) = 0.50"
"Random-intercept model (RI)",14,50,0.5,"KM",20,9.43069303821452,0.0580737988074956,9.31686839255183,9.54451768387721,"50","Var(a) = 0.50"
"Random-intercept model (RI)",14,50,0.5,"BLM",20,9.46888941047187,0.057027932102964,9.35711466355006,9.58066415739368,"50","Var(a) = 0.50"
"Random-intercept model (RI)",14,50,0.5,"CPF",20,9.4550837244935,0.0573542935817414,9.34266930907329,9.56749813991372,"50","Var(a) = 0.50"
"Random-intercept model (RI)",14,50,0.5,"OBS",20,9.43124728105364,0.0579290069792782,9.31770642737425,9.54478813473302,"50","Var(a) = 0.50"
"Random-intercept model (RI)",14,50,0.5,"LM",20,9.43071071454761,0.0580753460684284,9.31688303625349,9.54453839284173,"50","Var(a) = 0.50"
"Random-intercept model (RI)",14,10,2.25,"ORACLE",20,9.06418451829542,0.0533400522768953,8.95963801583271,9.16873102075814,"10","Var(a) = 2.25"
"Random-intercept model (RI)",14,10,2.25,"CIRG",20,10.5150880617605,0.0654087991567548,10.3868868154133,10.6432893081078,"10","Var(a) = 2.25"
"Random-intercept model (RI)",14,10,2.25,"KM",20,10.5154934370721,0.065303357003131,10.387498857346,10.6434880167982,"10","Var(a) = 2.25"
"Random-intercept model (RI)",14,10,2.25,"BLM",20,10.5167434806555,0.0653630508147865,10.3886319010585,10.6448550602524,"10","Var(a) = 2.25"
"Random-intercept model (RI)",14,10,2.25,"CPF",20,10.5159666262066,0.0653913247546755,10.3877996296874,10.6441336227257,"10","Var(a) = 2.25"
"Random-intercept model (RI)",14,10,2.25,"OBS",20,10.5154400465324,0.0654389553968983,10.3871796939544,10.6437003991103,"10","Var(a) = 2.25"
"Random-intercept model (RI)",14,10,2.25,"LM",20,10.5154128503469,0.0654094367424847,10.3872103543316,10.6436153463621,"10","Var(a) = 2.25"
"Random-intercept model (RI)",14,20,2.25,"ORACLE",20,9.04640442415346,0.0524479662401389,8.94360641032279,9.14920243798413,"20","Var(a) = 2.25"
"Random-intercept model (RI)",14,20,2.25,"CIRG",20,10.5684616384884,0.0665782279388804,10.4379683117282,10.6989549652486,"20","Var(a) = 2.25"
"Random-intercept model (RI)",14,20,2.25,"KM",20,10.5693908735144,0.0664495447361777,10.4391497658315,10.6996319811974,"20","Var(a) = 2.25"
"Random-intercept model (RI)",14,20,2.25,"BLM",20,10.5850467801875,0.0670826949754593,10.4535646980356,10.7165288623394,"20","Var(a) = 2.25"
"Random-intercept model (RI)",14,20,2.25,"CPF",20,10.5774107522944,0.0668820135420645,10.4463220057519,10.7084994988368,"20","Var(a) = 2.25"
"Random-intercept model (RI)",14,20,2.25,"OBS",20,10.5722679121885,0.0668875476665946,10.441168318762,10.703367505615,"20","Var(a) = 2.25"
"Random-intercept model (RI)",14,20,2.25,"LM",20,10.5702131098006,0.0667360582579296,10.4394104356151,10.7010157839862,"20","Var(a) = 2.25"
"Random-intercept model (RI)",14,50,2.25,"ORACLE",20,9.09186176705795,0.0520901218077269,8.98976512831481,9.1939584058011,"50","Var(a) = 2.25"
"Random-intercept model (RI)",14,50,2.25,"CIRG",20,10.7161254302075,0.0682585416530244,10.5823386885676,10.8499121718474,"50","Var(a) = 2.25"
"Random-intercept model (RI)",14,50,2.25,"KM",20,10.7154359935966,0.0682716106954151,10.5816236366336,10.8492483505596,"50","Var(a) = 2.25"
"Random-intercept model (RI)",14,50,2.25,"BLM",20,10.7577341796486,0.0668674428514914,10.6266739916597,10.8887943676376,"50","Var(a) = 2.25"
"Random-intercept model (RI)",14,50,2.25,"CPF",20,10.7378320552676,0.0680532019978877,10.6044477793517,10.8712163311834,"50","Var(a) = 2.25"
"Random-intercept model (RI)",14,50,2.25,"OBS",20,10.7170532330089,0.0682346501841631,10.583313318648,10.8507931473699,"50","Var(a) = 2.25"
"Random-intercept model (RI)",14,50,2.25,"LM",20,10.7166161474378,0.0684160971926805,10.5825205969401,10.8507116979354,"50","Var(a) = 2.25"
"Random-slope model (RS)",14,10,0.5,"ORACLE",20,9.5708196143553,0.0551636082516836,9.462698942182,9.6789402865286,"10","Var(a) = 0.50"
"Random-slope model (RS)",14,10,0.5,"CIRG",20,13.6631827475942,0.138892408796993,13.3909536263521,13.9354118688363,"10","Var(a) = 0.50"
"Random-slope model (RS)",14,10,0.5,"KM",20,13.825509688841,0.171425688986214,13.489515338428,14.161504039254,"10","Var(a) = 0.50"
"Random-slope model (RS)",14,10,0.5,"BLM",20,14.7112208836528,0.119806285659213,14.4764005637608,14.9460412035449,"10","Var(a) = 0.50"
"Random-slope model (RS)",14,10,0.5,"CPF",20,14.7141858668448,0.119993340930306,14.4789989186214,14.9493728150682,"10","Var(a) = 0.50"
"Random-slope model (RS)",14,10,0.5,"OBS",20,14.7153038223735,0.120233934494918,14.4796453107634,14.9509623339835,"10","Var(a) = 0.50"
"Random-slope model (RS)",14,10,0.5,"LM",20,14.7112208836528,0.119806285659213,14.4764005637608,14.9460412035449,"10","Var(a) = 0.50"
"Random-slope model (RS)",14,20,0.5,"ORACLE",20,9.97240088989344,0.0527746070604663,9.86896266005493,10.075839119732,"20","Var(a) = 0.50"
"Random-slope model (RS)",14,20,0.5,"CIRG",20,13.7472401597152,0.126934497872096,13.4984485438859,13.9960317755445,"20","Var(a) = 0.50"
"Random-slope model (RS)",14,20,0.5,"KM",20,13.9038247156687,0.155299544634001,13.5994376081861,14.2082118231514,"20","Var(a) = 0.50"
"Random-slope model (RS)",14,20,0.5,"BLM",20,15.0633808741813,0.147026508989089,14.7752089165627,15.3515528317999,"20","Var(a) = 0.50"
"Random-slope model (RS)",14,20,0.5,"CPF",20,15.073843833131,0.148079164612079,14.7836086704913,15.3640789957707,"20","Var(a) = 0.50"
"Random-slope model (RS)",14,20,0.5,"OBS",20,15.0688457642404,0.146899880925753,14.780921997626,15.3567695308549,"20","Var(a) = 0.50"
"Random-slope model (RS)",14,20,0.5,"LM",20,15.0633808741813,0.147026508989089,14.7752089165627,15.3515528317999,"20","Var(a) = 0.50"
"Random-slope model (RS)",14,50,0.5,"ORACLE",20,10.9042966992146,0.0667831340318687,10.7734017565121,11.0351916419171,"50","Var(a) = 0.50"
"Random-slope model (RS)",14,50,0.5,"CIRG",20,14.1544096545198,0.146856443183771,13.8665710258796,14.44224828316,"50","Var(a) = 0.50"
"Random-slope model (RS)",14,50,0.5,"KM",20,14.3976630805984,0.168608754070535,14.0671899226202,14.7281362385767,"50","Var(a) = 0.50"
"Random-slope model (RS)",14,50,0.5,"BLM",20,15.320141963365,0.110060768610156,15.1044228568891,15.5358610698409,"50","Var(a) = 0.50"
"Random-slope model (RS)",14,50,0.5,"CPF",20,15.3485449489422,0.107278528348556,15.138279033379,15.5588108645053,"50","Var(a) = 0.50"
"Random-slope model (RS)",14,50,0.5,"OBS",20,15.3298919770135,0.10927457501585,15.1157138099824,15.5440701440446,"50","Var(a) = 0.50"
"Random-slope model (RS)",14,50,0.5,"LM",20,15.320141963365,0.110060768610156,15.1044228568891,15.5358610698409,"50","Var(a) = 0.50"
"Random-slope model (RS)",14,10,2.25,"ORACLE",20,9.57093359281257,0.0550760487720485,9.46298453721936,9.67888264840579,"10","Var(a) = 2.25"
"Random-slope model (RS)",14,10,2.25,"CIRG",20,14.7907103164457,0.149534830544981,14.4976220485776,15.0837985843139,"10","Var(a) = 2.25"
"Random-slope model (RS)",14,10,2.25,"KM",20,14.9475534950993,0.177130554963298,14.6003776073712,15.2947293828274,"10","Var(a) = 2.25"
"Random-slope model (RS)",14,10,2.25,"BLM",20,15.8147280596092,0.127911111151372,15.5640222817525,16.0654338374659,"10","Var(a) = 2.25"
"Random-slope model (RS)",14,10,2.25,"CPF",20,15.8191278366545,0.128473921172704,15.567318951156,16.070936722153,"10","Var(a) = 2.25"
"Random-slope model (RS)",14,10,2.25,"OBS",20,15.8194107414065,0.128443192875248,15.567662083371,16.071159399442,"10","Var(a) = 2.25"
"Random-slope model (RS)",14,10,2.25,"LM",20,15.8147280596092,0.127911111151372,15.5640222817525,16.0654338374659,"10","Var(a) = 2.25"
"Random-slope model (RS)",14,20,2.25,"ORACLE",20,9.97592649577196,0.0529155909296163,9.87221193754991,10.079641053994,"20","Var(a) = 2.25"
"Random-slope model (RS)",14,20,2.25,"CIRG",20,14.9393381276374,0.140796324713354,14.6633773311992,15.2152989240755,"20","Var(a) = 2.25"
"Random-slope model (RS)",14,20,2.25,"KM",20,15.0960800768751,0.171123415097379,14.7606781832842,15.431481970466,"20","Var(a) = 2.25"
"Random-slope model (RS)",14,20,2.25,"BLM",20,16.2470336891231,0.159883504712226,15.9336620198871,16.5604053583591,"20","Var(a) = 2.25"
"Random-slope model (RS)",14,20,2.25,"CPF",20,16.2584208585083,0.160627438269071,15.9435910795009,16.5732506375157,"20","Var(a) = 2.25"
"Random-slope model (RS)",14,20,2.25,"OBS",20,16.2523797109826,0.160092331053599,15.9385987421175,16.5661606798476,"20","Var(a) = 2.25"
"Random-slope model (RS)",14,20,2.25,"LM",20,16.2470336891231,0.159883504712226,15.9336620198871,16.5604053583591,"20","Var(a) = 2.25"
"Random-slope model (RS)",14,50,2.25,"ORACLE",20,10.9129990400407,0.0655611586922308,10.7844991690039,11.0414989110774,"50","Var(a) = 2.25"
"Random-slope model (RS)",14,50,2.25,"CIRG",20,15.4371284629465,0.16002261072925,15.1234841459172,15.7507727799759,"50","Var(a) = 2.25"
"Random-slope model (RS)",14,50,2.25,"KM",20,15.6738561148709,0.182210516662236,15.3167235022129,16.0309887275289,"50","Var(a) = 2.25"
"Random-slope model (RS)",14,50,2.25,"BLM",20,16.5889361752844,0.126003704597282,16.3419689142737,16.835903436295,"50","Var(a) = 2.25"
"Random-slope model (RS)",14,50,2.25,"CPF",20,16.6182950072823,0.122418582896101,16.378354584806,16.8582354297587,"50","Var(a) = 2.25"
"Random-slope model (RS)",14,50,2.25,"OBS",20,16.5997687783659,0.12475419344066,16.3552505592222,16.8442869975096,"50","Var(a) = 2.25"
"Random-slope model (RS)",14,50,2.25,"LM",20,16.5889361752844,0.126003704597282,16.3419689142737,16.835903436295,"50","Var(a) = 2.25"
"Random-intercept model (RI)",15,10,0.5,"ORACLE",20,9.06390717101483,0.0530104289020799,8.96000673036675,9.16780761166291,"10","Var(a) = 0.50"
"Random-intercept model (RI)",15,10,0.5,"CIRG",20,9.6269423967092,0.0649257412922044,9.49968794377648,9.75419684964192,"10","Var(a) = 0.50"
"Random-intercept model (RI)",15,10,0.5,"KM",20,9.62692126662167,0.0649183892573976,9.49968122367717,9.75416130956617,"10","Var(a) = 0.50"
"Random-intercept model (RI)",15,10,0.5,"BLM",20,9.62767733742392,0.0648099550641886,9.50064982549811,9.75470484934973,"10","Var(a) = 0.50"
"Random-intercept model (RI)",15,10,0.5,"CPF",20,9.6267600188754,0.064795839978453,9.49976017251763,9.75375986523317,"10","Var(a) = 0.50"
"Random-intercept model (RI)",15,10,0.5,"OBS",20,9.62669680232838,0.064818351489078,9.49965283340979,9.75374077124697,"10","Var(a) = 0.50"
"Random-intercept model (RI)",15,10,0.5,"LM",20,9.62688665456636,0.0649356851804659,9.49961271161265,9.75416059752008,"10","Var(a) = 0.50"
"Random-intercept model (RI)",15,20,0.5,"ORACLE",20,9.04670538669082,0.0521341322446126,8.94452248749138,9.14888828589026,"20","Var(a) = 0.50"
"Random-intercept model (RI)",15,20,0.5,"CIRG",20,9.73414047163731,0.0620241215261739,9.61257319344601,9.85570774982861,"20","Var(a) = 0.50"
"Random-intercept model (RI)",15,20,0.5,"KM",20,9.73414278425449,0.0620270925621536,9.61256968283267,9.85571588567631,"20","Var(a) = 0.50"
"Random-intercept model (RI)",15,20,0.5,"BLM",20,9.74625295975821,0.0627538983438849,9.62325531900419,9.86925060051222,"20","Var(a) = 0.50"
"Random-intercept model (RI)",15,20,0.5,"CPF",20,9.74100467496943,0.0625912249532086,9.61832587406114,9.86368347587772,"20","Var(a) = 0.50"
"Random-intercept model (RI)",15,20,0.5,"OBS",20,9.73571625947907,0.0620822471574184,9.61403505505053,9.85739746390761,"20","Var(a) = 0.50"
"Random-intercept model (RI)",15,20,0.5,"LM",20,9.73415784641379,0.0620280684069733,9.61258283233612,9.85573286049146,"20","Var(a) = 0.50"
"Random-intercept model (RI)",15,50,0.5,"ORACLE",20,9.08157138740543,0.0507216743225595,8.98215690573322,9.18098586907765,"50","Var(a) = 0.50"
"Random-intercept model (RI)",15,50,0.5,"CIRG",20,9.96898740967293,0.0527796685472404,9.86553925932034,10.0724355600255,"50","Var(a) = 0.50"
"Random-intercept model (RI)",15,50,0.5,"KM",20,9.96855222958834,0.0528075636725976,9.86504940479005,10.0720550543866,"50","Var(a) = 0.50"
"Random-intercept model (RI)",15,50,0.5,"BLM",20,10.0063899166302,0.0531686859212103,9.90217929222463,10.1106005410358,"50","Var(a) = 0.50"
"Random-intercept model (RI)",15,50,0.5,"CPF",20,9.99063123489308,0.0539060410729179,9.88497539439016,10.096287075396,"50","Var(a) = 0.50"
