"method","MSPE","beta_MSE","beta_SSE","intercept_MSE","Var_a_hat","Var_b_hat","Var_e_hat","Var_a_MSE","Var_b_MSE","Var_e_MSE","G_MSE","selected_K","objective","runtime","converged","iterations","group_ARI","mis_type","rho","merge_factor","dist_x","var_b","lambda","R_true","N_test","replication","model","case"
"CIRG",10.86125550498,0.00710201127980971,0.142040225596194,0.136763366440642,0.0286682368870227,NA,10.3454736699865,4.93431480181461,NA,1.81029939662692,NA,4,-10.4898657187058,1.08,TRUE,17,0.00160940071569216,"contam",0.25,2,"case8",0,1,20,1000,4,"RI",8
"CIRG",12.8603291162688,0.0103893608474715,0.207787216949431,0.582516933675916,0.000362971100365667,NA,11.4974769016374,5.06086676179637,NA,6.23739087421211,NA,2,-11.6419695702291,1.28,TRUE,41,0,"contam",0.25,2,"case8",0,1,20,1000,5,"RI",8
"CIRG",11.1537112542548,0.0207491196570827,0.414982393141654,0.0482910450872952,2.30541384873378,NA,8.84325699178647,0.00307069463149058,NA,0.0245683706238262,NA,9,-8.99854537986596,0.920000000000002,TRUE,5,0.00382887955676734,"contam",0.25,2,"case9",0,1,20,1000,1,"RI",9
"CIRG",10.5288310587594,0.142871093512475,2.8574218702495,0.00311294011088943,5.44914281998672,NA,7.4967779861211,10.2345147826726,NA,2.25967642301013,NA,2,-7.60107276707417,0.640000000000001,TRUE,5,-0.000746430336900046,"contam",0.25,2,"case9",0,1,20,1000,2,"RI",9
"CIRG",10.0111434608655,0.0265581616348496,0.531163232696991,0.064500522720832,0.711779134874654,NA,9.56049660596887,2.36612342990697,NA,0.314156445302627,NA,2,-9.69965068169007,0.680000000000007,TRUE,7,0.000112692067148834,"contam",0.25,2,"case9",0,1,20,1000,3,"RI",9
"CIRG",12.5437585754331,0.0562435002535077,1.12487000507015,0.157287137460641,3.61270921919737,NA,7.79569517018109,1.85697641608549,NA,1.45035012312514,NA,5,-7.91764161160858,0.859999999999999,TRUE,5,0.00272302770422752,"contam",0.25,2,"case9",0,1,20,1000,4,"RI",9
"CIRG",14.6525221278523,0.0448461122232628,0.896922244465256,0.58434364303527,3.40428293374574,NA,8.83435731177851,1.33236909113667,NA,0.0274375001612431,NA,7,-8.97512963990161,0.810000000000002,TRUE,5,-0.000150750957188997,"contam",0.25,2,"case9",0,1,20,1000,5,"RI",9
"CIRG",11.3127151449317,0.0117969813998271,0.235939627996542,0.0412229680102597,0.00013810728855974,0.000576567049681272,11.0978774968731,5.06187853627511,0.00988501901962652,4.40108999188669,0.011926482804235,2,-11.1772667387827,2.73,TRUE,59,7.53741484076579e-05,"contam",0.25,2,"case1",0.1,0,20,1000,1,"RS",1
"CIRG",9.91256623421848,0.0155817981801424,0.311635963602848,0.00958895956246966,0.00036485235907062,0.00147613789563511,10.6829696060657,5.06085829750143,0.00970695140395991,2.8323866949408,0.0119160937087996,4,-10.7650908544113,4.06999999999999,TRUE,130,-0.00138280793195331,"contam",0.25,2,"case1",0.1,0,20,1000,2,"RS",1
"CIRG",10.6254992464508,0.0141402243079813,0.282804486159626,0.0722632061431574,0.000120678883569139,0.000650380152485691,10.5975531155657,5.06195695958733,0.00987034696384561,2.55217595705367,0.0119259952355198,2,-10.6750499657681,3.08000000000001,TRUE,65,0.000466649959866331,"contam",0.25,2,"case1",0.1,0,20,1000,3,"RS",1
"CIRG",12.5531931779472,0.011314208904876,0.226284178097521,0.124517056707653,0.000172347059192404,0.0015680968609126,10.8785485719859,5.06172446793714,0.00968883955558269,3.52894473731011,0.0119172364150766,4,-10.9626760447922,6.93999999999998,TRUE,137,-0.000561804212165243,"contam",0.25,2,"case1",0.1,0,20,1000,4,"RS",1
"CIRG",13.3409638568769,0.0223463679422313,0.446927358844626,0.623443714819975,0.000139966215077779,0.000687657954475957,12.1019621207099,5.06187017162269,0.00986294128256716,9.62216899831901,0.0119254625788527,2,-12.1887915598092,3.17000000000002,TRUE,69,-0.00129414449853587,"contam",0.25,2,"case1",0.1,0,20,1000,5,"RS",1
"CIRG",12.6419509170704,0.0121921373317349,0.243842746634697,0.0285412201055438,0.000291294548209163,0.000319013540510811,12.2709853244476,5.06118925938557,0.00993629906153687,10.6993449927513,0.0119272454435744,2,-12.3592224376667,2.34,TRUE,37,-0.00116487928135523,"contam",0.25,2,"case2",0.1,0,20,1000,1,"RS",2
"CIRG",11.0563181902829,0.0188623216695945,0.377246433391889,0.0145044708397412,0.000202225930132615,0.000497415799993498,11.8189191478477,5.06159002420973,0.00990076426247938,7.94630516210213,0.0119265426518352,4,-11.9089158143006,7.50999999999999,TRUE,216,-7.86306278186139e-05,"contam",0.25,2,"case2",0.1,0,20,1000,2,"RS",2
"CIRG",11.0697274786818,0.00759237768509271,0.151847553701854,0.0596155520872388,0.000129498891287571,0.000196911208665289,11.7070348076774,5.06191727175917,0.00996065653229104,7.3280374499772,0.011930000912483,2,-11.7920807370559,3.07999999999998,TRUE,70,-0.000800146936320156,"contam",0.25,2,"case2",0.1,0,20,1000,3,"RS",2
"CIRG",14.0718231512991,0.00900832612659172,0.180166522531834,0.128270916396354,0.00359472568322493,0.000207141773652211,12.0100003605426,5.04633665647823,0.00995861455298395,9.06010217046678,0.0118945781123309,3,-12.0985150804152,2.35999999999999,TRUE,189,-0.00109601474957137,"contam",0.25,2,"case2",0.1,0,20,1000,4,"RS",2
"CIRG",14.4785882272547,0.0177660651554769,0.355321303109538,0.557802099789625,0.000401745611710642,0.000346867953544581,13.6118439750295,5.06069230614684,0.00993074672666828,21.2691048500157,0.011925866758912,2,-13.7099196258764,2.78,TRUE,53,-0.00034785307298183,"contam",0.25,2,"case2",0.1,0,20,1000,5,"RS",2
"CIRG",11.338311393524,0.0119554632542746,0.239109265085491,0.0127368111553017,0.000424759101936285,0.00824978659673084,11.0152748158677,5.06058876446158,0.00841810165954543,4.06133258347052,0.0118570312871939,2,-11.1130028670445,2.55000000000001,TRUE,54,0.108095600772412,"contam",0.25,2,"case3",0.1,0,20,1000,1,"RS",3
"CIRG",10.1718165107263,0.0149410025893486,0.298820051786972,0.00121619558401966,0.00100403221171992,0.00850802054656656,10.8737111988043,5.05798286312794,0.00837078230430749,3.51079365652478,0.0118489762113698,4,-10.9881177538876,5.34,TRUE,113,0.14701307125495,"contam",0.25,2,"case3",0.1,0,20,1000,2,"RS",3
"CIRG",10.8675696358805,0.0141062306584889,0.282124613169779,0.0487786688745295,0.00015516489753043,0.000487981661148072,10.7945835367535,5.06180178203726,0.009902641793872,3.22053007038653,0.0119271079771308,2,-10.8731092215729,6.57999999999998,TRUE,162,0.0996135110995985,"contam",0.25,2,"case3",0.1,0,20,1000,3,"RS",3
"CIRG",12.6649901948799,0.014866997243578,0.297339944871559,0.0372885759919923,0.0569763467166558,0.00187510963761262,10.8667697950194,4.80935274386022,0.00962849410863054,3.48482946759667,0.0113422281769452,2,-10.9518391457471,8.55000000000001,TRUE,217,0.108157726561754,"contam",0.25,2,"case3",0.1,0,20,1000,4,"RS",3
"CIRG",13.2229566114023,0.0193161527047786,0.386323054095572,0.799435444269649,0.038843784169703,0.00693330696980863,11.8798811069213,4.88921181080496,0.00866140935157587,8.29371519000203,0.011479455777407,2,-11.9839771101061,2.75,TRUE,59,0.0952602910501632,"contam",0.25,2,"case3",0.1,0,20,1000,5,"RS",3
"CIRG",13.9282865031641,0.0145049045403002,0.290098090806005,0.0223939749163379,0.111076830676949,0.00544089352496589,13.2289137143244,4.57499232426697,0.00894142461735684,17.8837112032008,0.0107796390399413,2,-13.3546514925396,1.63999999999999,TRUE,27,0.116191930849372,"contam",0.25,2,"case4",0.1,0,20,1000,1,"RS",4
"CIRG",14.3700217214577,0.0243340468564708,0.486680937129417,0.00899183747398803,1.28583265040016,0.00270289139581092,14.9438535147387,0.929618678034389,0.00946672734273537,35.3293946046712,0.00253730889997527,2,-15.0750239798504,2.78,TRUE,61,0.124208496325124,"contam",0.25,2,"case4",0.1,0,20,1000,2,"RS",4
"CIRG",13.9663474324174,0.0114276735909513,0.228553471819025,0.353498251414731,0.209539272386664,0.00443805621202323,14.2667222209909,4.16347998093234,0.00913208510053643,27.7383629530795,0.00985515120848769,2,-14.39804287348,1.81999999999999,TRUE,33,0.107868703276972,"contam",0.25,2,"case4",0.1,0,20,1000,3,"RS",4
"CIRG",14.8046943330294,0.0080319510168706,0.160639020337412,0.0340631260834584,0.171548444659963,0.00433539533052625,12.6239643555163,4.31996086789542,0.0091517165865667,13.1331176500523,0.0102108734685414,2,-12.7430915540673,1.71000000000001,TRUE,31,0.117412929545486,"contam",0.25,2,"case4",0.1,0,20,1000,4,"RS",4
"CIRG",16.1693041973554,0.0176348806650644,0.352697613301288,0.902335459575289,0.169855079830212,0.00211762937881285,15.2836591202569,4.32700288890817,0.00958095847842344,39.4843719395882,0.0102463085226228,2,-15.4120903476753,2.41999999999999,TRUE,47,0.100417375197922,"contam",0.25,2,"case4",0.1,0,20,1000,5,"RS",4
"CIRG",12.1735745815116,0.00827588780288305,0.165517756057661,0.0524039226505667,0.000137329562401071,0.000402653208461812,12.8539092533802,5.0618820358286,0.00991963148791392,14.8526165332894,0.0119280604661834,2,-12.9495683163228,3.07000000000002,TRUE,70,-0.00036111970371388,"contam",0.25,2,"case5",0.1,0,20,1000,1,"RS",5
"CIRG",12.2491704437064,0.0118121894436605,0.23624378887321,0.0172538273076875,0.0159532481284815,0.000125321083173473,12.2433027106569,4.99096488954768,0.00997495148873919,10.5190124729541,0.011769759454246,2,-12.3314701545296,5.29999999999998,TRUE,77,0.000783398564664974,"contam",0.25,2,"case5",0.1,0,20,1000,2,"RS",5
"CIRG",12.0988771183683,0.0107199793014715,0.21439958602943,0.0732545875204058,0.000277360963763776,0.000363231107088134,12.2505754341257,5.06125195259217,0.00992748571541953,10.5662406529417,0.011926987906804,2,-12.3430431240328,2.10999999999999,TRUE,37,0.00183786937864235,"contam",0.25,2,"case5",0.1,0,20,1000,3,"RS",5
"CIRG",13.99301672577,0.00740852318061091,0.148170463612218,0.137995954232459,0.000270446782281281,0.000348444217940235,12.5435949532585,5.0612830626212,0.00993043256978497,12.5570651927591,0.0119271920952764,2,-12.636323401037,3.88999999999999,TRUE,43,0.000672951511576092,"contam",0.25,2,"case5",0.1,0,20,1000,4,"RS",5
"CIRG",15.3864294188717,0.00686677874609826,0.137335574921965,0.527092750836312,0.000712012679938081,0.000685457663157752,13.5526594123025,5.05929644990234,0.00986337831957643,20.7267077244263,0.0119196462954509,4,-13.6584867394994,3.57999999999998,TRUE,90,0.000703470253604996,"contam",0.25,2,"case5",0.1,0,20,1000,5,"RS",5
"CIRG",12.5326466166772,0.0139228896363314,0.278457792726629,0.00626553280728497,7.32459602120506e-05,4.06129109789261e-05,11.8583621724772,5.06217039854402,0.00999187906721275,8.17023430904863,0.0119319908841004,2,-11.9403819847062,11.01,TRUE,233,-0.00123285965260552,"contam",0.25,2,"case6",0.1,0,20,1000,1,"RS",6
"CIRG",12.6089434026878,0.0228316750924297,0.456633501848594,0.790214638314592,5.68099548711312e-05,3.83873247369995e-05,13.5266791172333,5.06224435843045,0.0099923240086393,20.4908238303964,0.0119321787723429,2,-13.6213832566655,12.36,TRUE,257,-0.00233317255228848,"contam",0.25,2,"case6",0.1,0,20,1000,2,"RS",6
"CIRG",12.9669316429839,0.0197675805957512,0.395351611915024,0.709174850270291,5.32516527577214e-05,3.86686166601544e-05,13.265743128594,5.06226037039833,0.00999226777192988,18.1965644391472,0.0119322125302425,2,-13.3596910124189,16.52,FALSE,300,0.00215982577297799,"contam",0.25,2,"case6",0.1,0,20,1000,3,"RS",6
"CIRG",14.4739773020126,0.0163826964070211,0.327653928140423,0.978775698692194,0.000542475068591395,0.000248709273827225,12.4886326684814,5.06005915647054,0.00995032000153744,12.1705578955955,0.0119253187222251,5,-12.5829887699731,11.34,FALSE,300,9.4909798009287e-05,"contam",0.25,2,"case6",0.1,0,20,1000,4,"RS",6
"CIRG",15.7012918527053,0.0287114820629174,0.574229641258348,2.70896456732578,5.62151535745018e-05,4.70339747452264e-05,13.9767401187873,5.06224703496906,0.00999059541724574,24.7679422099469,0.011932106447424,2,-14.0756309760794,14.07,FALSE,300,0.000313733251816267,"contam",0.25,2,"case6",0.1,0,20,1000,5,"RS",6
"CIRG",17.4510108948409,0.00693348528854265,0.138669705770853,0.0285836120625326,0.000260225590064756,5.26940424691711e-05,15.7704675100163,5.06132905256207,0.00998946396816828,45.8392303041858,0.011929973541781,3,-15.88397684701,8.00999999999999,TRUE,143,-0.000363642388011124,"contam",0.25,2,"case7",0.1,0,20,1000,1,"RS",7
"CIRG",20.4035670512134,0.0180178996613897,0.360357993227795,0.00233989605028442,0.00253989131710786,0.000833327531602738,20.3559398862137,5.05107694012092,0.00983402892845438,128.957370699299,0.0118996769131293,21,-20.5487427982999,12.19,FALSE,300,-0.00042671661664353,"contam",0.25,2,"case7",0.1,0,20,1000,2,"RS",7
"CIRG",23.9848524410987,0.0194902431247613,0.389804862495225,0.0126713047769199,0.000198311926238893,5.11348983148739e-05,23.9778001746035,5.06160763565955,0.00998977563511485,224.334498070353,0.0119306193840405,2,-24.1455584714816,8.19999999999999,TRUE,183,-0.000475857408967166,"contam",0.25,2,"case7",0.1,0,20,1000,3,"RS",7
"CIRG",18.0444990098646,0.0100740928843942,0.201481857687883,0.13136566122579,0.000788070590058975,0.000268135242504856,15.417565605719,5.05895430339999,0.0099464448480073,41.1851483037081,0.01192263764254,4,-15.5334254329867,10.31,TRUE,229,-0.0009534440108351,"contam",0.25,2,"case7",0.1,0,20,1000,4,"RS",7
"CIRG",20.5609702565458,0.0201665791536935,0.40333158307387,0.654228929244181,0.00240513690839498,0.000964037516314134,21.2007177096941,5.05168266859577,0.00980812186507004,148.857512631643,0.0118998755235764,5,-21.3779088875834,10.47,TRUE,245,0.000181300012752885,"contam",0.25,2,"case7",0.1,0,20,1000,5,"RS",7
"CIRG",15.2995090237578,0.0121921373317349,0.243842746634697,0.0285412201055438,0.000291294548209163,0.000319013540510811,12.2709853244476,5.06118925938557,0.00993629906153687,10.6993449927513,0.0119272454435744,2,-12.4341050911031,2.52999999999997,TRUE,37,-0.000240845249519008,"contam",0.25,2,"case8",0.1,0,20,1000,1,"RS",8
"CIRG",16.0052664363408,0.0188310012115993,0.376620024231986,0.012625872329802,0.000102734630051106,0.000173260265759488,11.8261995655731,5.06203770471917,0.00996537796596779,7.9874039844455,0.0119304881270715,2,-11.9793635492307,7.66999999999996,TRUE,91,-1.9877455315738e-05,"contam",0.25,2,"case8",0.1,0,20,1000,2,"RS",8
"CIRG",17.3630329048108,0.00759237768509271,0.151847553701854,0.0596155520872388,0.000129498891287571,0.000196911208665289,11.7070348076774,5.06191727175917,0.00996065653229104,7.3280374499772,0.011930000912483,2,-11.8621751982461,3.41999999999996,TRUE,70,0,"contam",0.25,2,"case8",0.1,0,20,1000,3,"RS",8
"CIRG",17.2028643327891,0.00900832612659172,0.180166522531834,0.128270916396354,0.00359472568322493,0.000207141773652211,12.0100003605426,5.04633665647823,0.00995861455298395,9.06010217046678,0.0118945781123309,3,-12.1717838767885,2.83000000000004,TRUE,189,-7.11385761647082e-05,"contam",0.25,2,"case8",0.1,0,20,1000,4,"RS",8
"CIRG",19.1870887187934,0.0177660651554769,0.355321303109538,0.557802099789625,0.000401745611710642,0.000346867953544581,13.6118439750295,5.06069230614684,0.00993074672666828,21.2691048500157,0.011925866758912,2,-13.7909567846443,3.02999999999997,TRUE,53,0,"contam",0.25,2,"case8",0.1,0,20,1000,5,"RS",8
"CIRG",13.8150598837451,0.0102073745643229,0.204147491286458,0.032623859848847,0.000251841790757851,0.000341308485710294,12.1692084907312,5.06136677536588,0.00993185479434036,10.043882457723,0.0119274464200741,2,-12.3481447150121,6.04999999999995,TRUE,36,0.00105980299815699,"contam",0.25,2,"case9",0.1,0,20,1000,1,"RS",9
"CIRG",12.5497917869429,0.0115536248955689,0.231072497911378,0.00494034277937214,0.000212960794837469,0.000451383047904263,12.1823934645832,5.06154172177553,0.00990992713707508,10.1276281634216,0.0119268486723742,2,-12.356262159871,2.46999999999997,TRUE,47,-0.000778579907964476,"contam",0.25,2,"case9",0.1,0,20,1000,2,"RS",9
"CIRG",14.3307272915259,0.00766981155068847,0.153396231013769,0.0801611141268503,0.000226712738352463,0.000376848068729481,11.5100512000837,5.06147984407608,0.00992477240072101,6.30035702704157,0.0119273816147177,2,-11.6761594052314,2.17000000000002,TRUE,39,-0.000311785096747914,"contam",0.25,2,"case9",0.1,0,20,1000,3,"RS",9
"CIRG",15.0138731327332,0.00560314560361214,0.112062912072243,0.11108343801563,0.000194476315399308,0.000287407530955672,11.7429925053973,5.06162489440174,0.00994260109689772,7.52400788466586,0.0119285190846705,2,-11.9105330396528,4.05000000000001,TRUE,47,-0.000356877583683999,"contam",0.25,2,"case9",0.1,0,20,1000,4,"RS",9
"CIRG",16.3856216282127,0.013893578825122,0.277871576502439,0.599330971341989,0.000248639349497288,0.000392497362053729,13.0725922390216,5.06138118474879,0.00992165458176848,16.5860075453388,0.0119270164997373,2,-13.2576778844542,3.78000000000003,TRUE,41,-0.000501402938896936,"contam",0.25,2,"case9",0.1,0,20,1000,5,"RS",9
"CIRG",11.9620940236898,0.019878277931956,0.39756555863912,0.0401518014554408,9.40484508079645,0.00905100095187248,2.53418820459739,51.1918081301972,0.0082717204278563,41.8067221735675,0.116456332287425,4,-2.57670739597595,2.11000000000001,TRUE,25,-0.00205548234263912,"contam",0.25,2,"case1",0.1,1,20,1000,1,"RS",1
"CIRG",10.3274184355475,0.0269472574751367,0.538945149502734,0.0133424875053348,9.19081517437545,0.00494796442535328,2.24413335749876,48.1749152848405,0.00903488946688391,45.641734091261,0.109649916267978,4,-2.27687336596138,2.20999999999998,TRUE,34,0.000957404401557406,"contam",0.25,2,"case1",0.1,1,20,1000,2,"RS",1
"CIRG",10.9254535683033,0.0249717515922174,0.499435031844348,0.0670628817061335,6.8378859628344,0.000344649865404141,3.82987207143532,21.0486976079729,0.0099311888104489,26.7302227977245,0.0481798670843126,2,-3.85944208658725,2,TRUE,37,0.000565742942095309,"contam",0.25,2,"case1",0.1,1,20,1000,3,"RS",1
"CIRG",13.4429921172182,0.0191798887877955,0.383597775755909,0.0292789436373431,9.59657622158296,0.00220547152640105,2.30750891644394,53.9721821795282,0.00956376979937356,44.7894369034774,0.122819631690512,4,-2.33405797607583,3.55000000000001,TRUE,69,0.00201544251157373,"contam",0.25,2,"case1",0.1,1,20,1000,4,"RS",1
"CIRG",13.8861816175116,0.042556463700719,0.851129274014381,0.586005138685187,7.85975573536464,0.000341293121301638,4.34859565072656,31.4693594104565,0.00993185785673432,21.6355624204399,0.0718095160262838,2,-4.38142176559675,1.88999999999999,TRUE,37,0.000175165674726672,"contam",0.25,2,"case1",0.1,1,20,1000,5,"RS",1
"CIRG",12.6410248159343,0.0121626063453145,0.24325212690629,0.0282401622894727,0.000274278992141319,0.00032400368076777,12.2706873136592,5.06126581976433,0.0099353042422316,10.6973955037315,0.0119273739333537,2,-12.3589312089625,2.22999999999996,TRUE,37,-0.000777914978342015,"contam",0.25,2,"case2",0.1,1,20,1000,1,"RS",2
"CIRG",11.0561088320543,0.0188263105708541,0.376526211417082,0.0143462911451746,0.000154835475948198,0.000503652487196497,11.8181944112777,5.06180326433226,0.00989952316838856,7.94221973975696,0.0119269699040817,3,-11.9074451599293,5.33999999999997,TRUE,162,-0.000627956632816541,"contam",0.25,2,"case2",0.1,1,20,1000,2,"RS",2
"CIRG",11.0696397131989,0.00759290663620301,0.15185813272406,0.0595586054086761,0.000142805982495562,0.000191995150953412,11.7072107170846,5.06185739347232,0.00996163783194731,7.32898986669757,0.0119299096374405,2,-11.7922179370169,3.38,TRUE,69,-0.000620816639861084,"contam",0.25,2,"case2",0.1,1,20,1000,3,"RS",2
"CIRG",14.0120693532784,0.0104179132259806,0.208358264519612,0.127923100613418,0.115550062287055,0.000743163342473896,11.9398718343473,4.5558765366028,0.00985191962325882,8.64284640238874,0.01077758487317,4,-12.0430540640214,4.78999999999996,TRUE,86,-0.000248124400869687,"contam",0.25,2,"case2",0.1,1,20,1000,4,"RS",2
"CIRG",14.5340432924527,0.0165190230464479,0.330380460928958,0.560433893314045,0.153374509635781,0.000314320756943884,13.5087513949149,4.395838446845,0.00993723464614947,20.328839141147,0.0104185558724898,5,-13.6219954691804,7.75,TRUE,203,-0.000679332160592194,"contam",0.25,2,"case2",0.1,1,20,1000,5,"RS",2
"CIRG",11.3341083967138,0.0120137241524654,0.240274483049308,0.010850966503078,0.000338813438868834,0.00866356602266462,11.012415348859,5.06097545431964,0.00834234417169615,4.04981553632311,0.0118544724212099,2,-11.1108447276643,2.75,TRUE,50,0.108511447472699,"contam",0.25,2,"case3",0.1,1,20,1000,1,"RS",3
"CIRG",11.7033265943994,0.0206959878955705,0.41391975791141,0.0302809771164219,8.64501895540602,0.00867216649141937,2.78491580196942,40.8962674400023,0.00834077317337102,38.6272715886094,0.0931135666745345,10,-2.84983733922079,4.34999999999997,TRUE,72,0.0917241890335015,"contam",0.25,2,"case3",0.1,1,20,1000,2,"RS",3
"CIRG",10.8397215293857,0.0134081343581426,0.268162687162853,0.0422986231214934,0.0375133935198524,0.000461323652887594,10.7808604490413,4.89509698385404,0.0099079480889352,3.17146393895945,0.0115493332100516,2,-10.8614122670506,6.42000000000002,TRUE,142,0.101908663147038,"contam",0.25,2,"case3",0.1,1,20,1000,3,"RS",3
"CIRG",13.7305482679092,0.0159978864881666,0.319957729763332,0.0225467260879487,8.82972391300792,0.0150373575246884,3.28192347384359,43.2927667714082,0.00721865061638763,32.696399158981,0.0984969156093787,6,-3.35592763579539,3.22000000000003,TRUE,32,0.145180732698329,"contam",0.25,2,"case3",0.1,1,20,1000,4,"RS",3
"CIRG",13.2219618410309,0.0196370545686961,0.392741091373922,0.763216300173777,0.000371798709175061,0.00537734006498014,11.9026425974814,5.06082704404299,0.00895344777317841,8.42533404871361,0.0118818503390171,2,-12.0011414369471,4.38,TRUE,88,0.0932228403963119,"contam",0.25,2,"case3",0.1,1,20,1000,5,"RS",3
"CIRG",13.9282865031641,0.0145049045403003,0.290098090806007,0.0223939749162862,0.111076830676991,0.00544089352496585,13.2289137143244,4.57499232426678,0.00894142461735685,17.8837112032007,0.0107796390399409,2,-13.3546514925396,1.88,TRUE,27,0.116191930849372,"contam",0.25,2,"case4",0.1,1,20,1000,1,"RS",4
"CIRG",14.3700217214577,0.0243340468564708,0.486680937129417,0.00899183747398803,1.28583265040016,0.00270289139581092,14.9438535147387,0.929618678034389,0.00946672734273537,35.3293946046712,0.00253730889997527,2,-15.0750239798504,3.24000000000001,TRUE,61,0.124208496325124,"contam",0.25,2,"case4",0.1,1,20,1000,2,"RS",4
"CIRG",13.6198715007142,0.0100397136669959,0.200794273339918,0.0121061122403921,0.592225380888334,0.00585403816680149,13.8761567863824,2.74821668777083,0.00886346212949807,23.7769050053835,0.00663375494412878,5,-14.0562884255929,8.61000000000001,TRUE,87,0.233239913498418,"contam",0.25,2,"case4",0.1,1,20,1000,3,"RS",4
"CIRG",14.8047178480335,0.0080103670779141,0.160207341558282,0.0334529614331133,0.167564793701199,0.00432294624865107,12.6247902906754,4.33653638843273,0.00915409861453851,13.1391046513743,0.0102485677113912,2,-12.7438650180806,1.77000000000004,TRUE,31,0.117227178407032,"contam",0.25,2,"case4",0.1,1,20,1000,4,"RS",4
"CIRG",16.1693041973554,0.0176348806650644,0.352697613301288,0.902335459575289,0.169855079830212,0.00211762937881285,15.2836591202569,4.32700288890817,0.00958095847842344,39.4843719395882,0.0102463085226228,2,-15.4120903476753,2.74000000000001,TRUE,47,0.100417375197922,"contam",0.25,2,"case4",0.1,1,20,1000,5,"RS",4
"CIRG",12.1516211672623,0.0104651304994471,0.209302609988942,0.0534734641995848,0.115252590247182,0.000815872717344728,12.7856127766501,4.55714650344637,0.00983749110482196,14.3308640947366,0.0107798102620018,3,-12.8953725259648,2.94,TRUE,183,0.000328806240221281,"contam",0.25,2,"case5",0.1,1,20,1000,1,"RS",5
"CIRG",12.258345373549,0.0190240416352795,0.38048083270559,0.0179048117698126,0.381069840115344,0.000207552200550018,12.1089240118565,3.49289994252649,0.00995853263780595,9.66540851149813,0.00837204216617371,2,-12.1992549787204,3.01999999999998,TRUE,54,4.36277197897511e-06,"contam",0.25,2,"case5",0.1,1,20,1000,2,"RS",5
"CIRG",12.1059404107864,0.0131780322480354,0.263560644960708,0.0789466587479625,0.0534737986034471,0.00112524884796437,12.2023064758705,4.82472735342157,0.00977621641537697,10.2547667654021,0.0113837906615173,2,-12.3049121098965,2.73000000000002,TRUE,54,0.00049449030940953,"contam",0.25,2,"case5",0.1,1,20,1000,3,"RS",5
"CIRG",13.9832247834707,0.00961365133753971,0.192273026750794,0.145478809080851,0.270561998665332,0.000360278405765457,12.3944765051766,3.91817480112779,0.00992807411937657,11.5224707441957,0.00933500291046557,5,-12.504292096093,6.53000000000003,TRUE,147,0.00072932710864946,"contam",0.25,2,"case5",0.1,1,20,1000,4,"RS",5
"CIRG",15.5034005373074,0.00888871412187111,0.177774282437422,0.514285638093441,0.285631780936541,0.00035212929040066,13.4064386893995,3.85874250006655,0.00992969813695703,19.4167019234366,0.00920030943946868,5,-13.5225631515504,6.97000000000003,TRUE,216,0.00187829043139379,"contam",0.25,2,"case5",0.1,1,20,1000,5,"RS",5
"CIRG",14.0150333768514,0.0198692175331936,0.397384350663871,0.279540565705314,10.961514253918,0.0111802797596854,2.52254249700659,75.8904805962171,0.00788894270356775,41.9574557030856,0.172445032767094,5,-2.56647079437478,4.19999999999999,TRUE,44,-0.00370420001055211,"contam",0.25,2,"case6",0.1,1,20,1000,1,"RS",6
"CIRG",13.0881399122503,0.0347657492175497,0.695314984350993,0.38257784250207,8.69125256131479,0.000225675970913133,4.81321579915046,41.4897345586443,0.00995491573546122,17.5291619444833,0.0945325008466067,2,-4.84889189403452,12.73,FALSE,300,0.00106453969574118,"contam",0.25,2,"case6",0.1,1,20,1000,2,"RS",6
"CIRG",13.5958476385022,0.0312239173629309,0.624478347258619,0.436707411351897,8.50986640572235,0.000183411496812715,4.86499621253493,39.1859274174913,0.00996335134041462,17.0982563223505,0.0893088309394548,2,-4.9013359820556,13.02,TRUE,297,-0.000104630282577688,"contam",0.25,2,"case6",0.1,1,20,1000,3,"RS",6
"CIRG",15.0479182902972,0.0295870098679752,0.591740197359504,2.22113015931222,8.18023254164605,0.00141201688965196,2.7730496355406,35.1676579979977,0.00971959041376627,38.7749108414411,0.0801860539824786,5,-2.80173071654798,10.89,FALSE,300,-0.00232761918221849,"contam",0.25,2,"case6",0.1,1,20,1000,4,"RS",6
"CIRG",16.4625081000314,0.0358091658340313,0.716183316680626,3.90514195732523,8.96241502152321,7.83800081662989e-05,5.01819070830875,45.0565154211705,0.00998433014179242,15.8548052353988,0.102621773297067,2,-5.05537861169419,14.08,FALSE,300,-2.12595944657137e-05,"contam",0.25,2,"case6",0.1,1,20,1000,5,"RS",6
"CIRG",17.4182170419174,0.00915657614393033,0.183131522878607,0.0361195988339832,0.204342537217347,0.000170057893855076,15.6533648992269,4.18471445503836,0.00996601734091625,44.2672644822641,0.00994112199967503,3,-15.7726537737999,9.09000000000003,FALSE,300,-0.000824296059965469,"contam",0.25,2,"case7",0.1,1,20,1000,1,"RS",7
"CIRG",20.3822990263584,0.0186611713937465,0.37322342787493,0.00206733600526785,0.000279181468249595,5.32555485410358e-05,20.4294112275975,5.06124376133517,0.00998935172644524,130.631441009531,0.0119297750473108,2,-20.5700814364905,5.63999999999999,TRUE,106,0.00100008841579238,"contam",0.25,2,"case7",0.1,1,20,1000,2,"RS",7
