"method","mis_type","rho","n","convergence_rate","MSPE_mean","MSPE_MCSE","beta_MSE_mean","beta_MSE_MCSE","beta_SSE_mean","beta_SSE_MCSE","intercept_MSE_mean","intercept_MSE_MCSE","Var_a_hat_mean","Var_a_hat_MCSE","Var_b_hat_mean","Var_b_hat_MCSE","Var_e_hat_mean","Var_e_hat_MCSE","Var_a_MSE_mean","Var_a_MSE_MCSE","Var_b_MSE_mean","Var_b_MSE_MCSE","Var_e_MSE_mean","Var_e_MSE_MCSE","G_MSE_mean","G_MSE_MCSE","selected_K_mean","selected_K_MCSE","runtime_mean","runtime_MCSE","iterations_mean","iterations_MCSE","group_ARI_mean","group_ARI_MCSE","case","R_setting","Var_a_setting","file","model"
"OBS","contam",0.25,50,1,9.30376787235505,0.0352617146581185,0.00120896910530744,3.49181627937447e-05,0.0604484552653721,0.00174590813968724,0.0287238286067592,0.00609075818436546,0.26714830269841,0.0144980855881196,NA,NA,9.1609159048393,0.0181071460559492,0.0645194427365331,0.00566243534531614,NA,NA,0.0419594966065345,0.00660794760984337,NA,NA,20,0,0.0562600000003295,0.00111641189118248,7.98,0.1795459124956,0.569457397804223,0.000945251283675142,9,20,0.5,"RI_case9_R20_vara0.5_contam_rho25.rds","RI"
"OBS","contam",0.25,50,1,10.0347566518491,0.0570724826644902,0.00130134353648326,3.92962076228492e-05,0.0650671768241632,0.00196481038114246,0.117421686766826,0.0249976485323687,1.19569179388951,0.0575679793598758,NA,NA,9.88269568546183,0.0467677413088332,1.27395533360329,0.100918584474098,NA,NA,0.886325532862293,0.0920419881797205,NA,NA,20,0,0.0438199999995413,0.00165706650049827,5.12,0.0678533833545024,0.569457397804223,0.000945251283675142,9,20,2.25,"RI_case9_R20_vara2.25_contam_rho25.rds","RI"
"OBS","contam",0.25,50,1,9.33961529681993,0.0347087311834005,0.00119464511617305,2.92311143932872e-05,0.0597322558086525,0.00146155571966436,0.0132857901066449,0.00298895584042635,0.269839535245433,0.0102463321284846,NA,NA,9.15861112016578,0.018927020778036,0.0581182183183118,0.00447926580809923,NA,NA,0.0427108611013207,0.00729389460745459,NA,NA,50,0,0.119759999999951,0.0046582435156476,12.42,0.306514307020347,0.565009465732287,0.000990438950699169,9,50,0.5,"RI_case9_R50_vara0.5_contam_rho25.rds","RI"
"OBS","contam",0.25,50,1,10.0940874565664,0.0444214505995383,0.00128230462268382,3.2756735752876e-05,0.0641152311341908,0.0016378367876438,0.0496290413872759,0.011383915740258,1.21114680084573,0.036660042485453,NA,NA,9.88856772265488,0.0376185782411748,1.1450699464298,0.0734397567850563,NA,NA,0.858895311759558,0.0731894027367734,NA,NA,50,0,0.0661399999979767,0.00345277291692013,6.4,0.0903507902905251,0.565009465732287,0.000990438950699169,9,50,2.25,"RI_case9_R50_vara2.25_contam_rho25.rds","RI"
"OBS","contam",0.25,50,1,10.1666568184134,0.0442311260242685,0.0160435182140774,0.000512482391626003,0.802175910703868,0.0256241195813001,0.0535988581671207,0.0129721602112817,0.239471903042346,0.0148208228176778,0.0456624790902795,0.000770790430764427,9.82755627898092,0.0222529331648904,0.0786380719650338,0.00705300554173946,0.00298167795513406,8.29280099918644e-05,0.70911385356836,0.0385660291217269,8.7551699239422e-05,3.39108770199576e-06,10,0,0.369540000000078,0.00644481820011707,24.04,0.353362853342636,0.574747545000269,0.00158701924397907,1,10,0.5,"RS_case1_R10_vara0.5_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,10.8356744670691,0.0740474449251564,0.0163768137167993,0.000516586624176239,0.818840685839967,0.0258293312088119,0.220382654221018,0.0559812453873006,1.07173630978499,0.0634808941256352,0.0453254123572959,0.000762392731384298,10.4963761174741,0.0616981200993319,1.58576669570961,0.138436847153142,0.00301779142506625,8.26737114607736e-05,2.42566772811254,0.199709677045665,0.000667687915018423,5.34502981312751e-05,10,0,0.329559999999547,0.00684696625806426,25.7,0.40025502074634,0.574747545000269,0.00158701924397907,1,10,2.25,"RS_case1_R10_vara2.25_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,10.4587796923006,0.0393628753283955,0.0108668090759061,0.000323608288422245,0.543340453795306,0.0161804144211123,0.0302710442174667,0.00590270461911534,0.25361736979805,0.0119708884631816,0.0488240790599604,0.000871436271533939,9.8718828818244,0.0261139972777771,0.0677262068245295,0.00585193044336015,0.00265618554165308,8.72254675536791e-05,0.793594861455786,0.0466123771045655,7.7099378664815e-05,2.52215359906482e-06,20,0,0.577060000000201,0.0106261291356216,42.28,0.809656011614103,0.569457397804223,0.000945251283675142,1,20,0.5,"RS_case1_R20_vara0.5_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,11.2098696690929,0.0627560331080842,0.0111370857099324,0.000342789104166748,0.556854285496619,0.0171394552083374,0.119595838270014,0.0241618051885591,1.17218900240838,0.0530727547465416,0.0484992822723603,0.000913527794002956,10.5956991137064,0.0489643143373202,1.29969569405238,0.102398642172759,0.0026932160449524,9.12825627766837e-05,2.66373336133121,0.162659482358054,0.000551463474163784,3.90898246663899e-05,20,0,0.630760000001173,0.0122539309811492,46.3,0.936450092375565,0.569457397804223,0.000945251283675142,1,20,2.25,"RS_case1_R20_vara2.25_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,10.6932580497444,0.0456632401204484,0.00677058860901727,0.000203885944578901,0.338529430450864,0.010194297228945,0.0122497256228358,0.0024323396829266,0.264973262259807,0.00940496180901035,0.0520342658901869,0.000828585253848836,9.88855160749157,0.0264557635199648,0.0595717794776155,0.00398872866404945,0.00233435277131518,7.94359018787413e-05,0.82381942292365,0.04910417019711,6.77775540343615e-05,1.80472381828525e-06,50,0,2.14293999999994,0.0410641251641922,103.84,2.00415079476652,0.565009465732287,0.000990438950699169,1,50,0.5,"RS_case1_R50_vara0.5_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,11.4476205802226,0.0586235914683033,0.00702241704039499,0.000209543139434802,0.35112085201975,0.0104771569717401,0.0474272160182208,0.0103308291168746,1.21022513842879,0.0356335582885994,0.0516915528133274,0.000853545129940053,10.6153045904645,0.0439998538842013,1.14334953609448,0.0693779493897279,0.00236940449474092,8.21892550962226e-05,2.70407228992547,0.150634084037115,0.000485128704664178,2.62764210903658e-05,50,0,2.70518000000127,0.0685596757190348,114.8,2.28052983460656,0.565009465732287,0.000990438950699169,1,50,2.25,"RS_case1_R50_vara2.25_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,11.5545555410258,0.0565277935373421,0.0143363950439056,0.000404272867361231,0.71681975219528,0.0202136433680616,0.0540404680449646,0.0126376022088799,0.237481636841274,0.0149754088914275,0.0481647688586401,0.000580354071581913,11.0563880579197,0.0406088738072199,0.0799047716973435,0.00731508252258088,0.00270339491904989,6.04118099860113e-05,4.3095367957172,0.17774954668073,8.2689164801937e-05,2.99537314517879e-06,10,0,0.255160000000124,0.00478299368296483,14.46,0.162153869984717,0.574747545000269,0.00158701924397907,2,10,0.5,"RS_case2_R10_vara0.5_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,12.2386306956495,0.0850949635823792,0.0144947618302201,0.000417775850189003,0.724738091511005,0.0208887925094502,0.220364637731801,0.0552530348089404,1.06744379216304,0.0639770398267067,0.0481625039826242,0.000585765111963196,11.7231539650062,0.0724087786909739,1.59899920431815,0.140903390390497,0.00270393891090472,6.09698907653725e-05,7.67247604747353,0.411762376612564,0.000666742079916721,5.4108650769922e-05,10,0,0.198660000000309,0.00417735489011933,15.08,0.184810990043385,0.574747545000269,0.00158701924397907,2,10,2.25,"RS_case2_R10_vara2.25_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,12.0815162412474,0.0589401860505181,0.00832595705796496,0.000246230979295827,0.416297852898248,0.0123115489647913,0.0323426951600002,0.00651935797401479,0.250740386089646,0.0131696239531972,0.0501067012261922,0.000606818006447298,11.237560769117,0.0353810430661568,0.0706288658851013,0.00642597676296298,0.00250738443908694,6.1659585700799e-05,5.0680172877056,0.164176993256692,7.53548972854473e-05,2.5563148352862e-06,20,0,0.384659999998403,0.00636537893443172,22.4,0.21946130708196,0.569457397804223,0.000945251283675142,2,20,0.5,"RS_case2_R20_vara0.5_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,12.8346632128511,0.0789495850773071,0.00855898204058168,0.000258760008967506,0.427949102029084,0.0129380004483753,0.12340667517784,0.0253104776749279,1.16935179624105,0.0546428055484508,0.0499317406209688,0.000608831537424124,11.9714621602299,0.0581500806837777,1.31410651399953,0.105953428742386,0.00252499371345309,6.20912397421931e-05,8.99527753197089,0.357415239153345,0.000553770165194994,4.04909947867579e-05,20,0,0.432879999999714,0.00563470586646189,23.68,0.267169593772822,0.569457397804223,0.000945251283675142,2,20,2.25,"RS_case2_R20_vara2.25_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,12.7382829992741,0.0517218161883398,0.00538241636007447,0.000179572185749406,0.269120818003724,0.00897860928747028,0.0124395266358619,0.00276044665883626,0.266110892617919,0.00961057200460372,0.0543678496011148,0.000595130099150702,11.2514948697198,0.0383089854365882,0.0592299061705146,0.00439834137327319,0.00209964796193732,5.32587697205447e-05,5.14114048826865,0.173674604011112,6.31342961427837e-05,2.03845085482239e-06,50,0,1.34515999999916,0.0163259242947141,45.1,0.490938293641131,0.565009465732287,0.000990438950699169,2,50,0.5,"RS_case2_R50_vara0.5_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,10.3251776469437,0.0582983452956981,0.0165178531477705,0.000512114587864796,0.825892657388527,0.0256057293932398,0.146012392404155,0.0268170752778796,0.264035061163493,0.0242663097579338,0.0458173865803535,0.000774957544953959,9.97120268766583,0.0394346119101487,0.0845332880342481,0.00962751132446308,0.00296518299761043,8.25149351122386e-05,1.01943400273803,0.0916595212485821,8.95011295327833e-05,4.24272158344906e-06,10,0,0.362839999999845,0.0134318646418103,25.74,0.825021953944134,0.574747545000269,0.00158701924397907,3,10,0.5,"RS_case3_R10_vara0.5_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,10.9217370375423,0.0966622715467429,0.017897570763789,0.000556470399182868,0.894878538189451,0.0278235199591434,0.45787955326916,0.0920925247995436,1.00231820433604,0.0808593512245762,0.0482316580330864,0.000885442162228301,10.5607857769216,0.0821306987872442,1.87708336257375,0.176211238100815,0.00271837761331323,8.95853452714248e-05,2.76657937392158,0.330201743670079,0.000773933965105503,6.81657824600881e-05,10,0,0.290699999999924,0.00483129677945323,24.86,0.415033807327174,0.574747545000269,0.00158701924397907,3,10,2.25,"RS_case3_R10_vara2.25_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,10.5714582600642,0.0412814417496011,0.0108646080255584,0.000320899429969238,0.543230401277918,0.0160449714984619,0.0381190231247026,0.00703183802371804,0.218317576250242,0.0119704495714774,0.048175720850996,0.000816493099512192,9.96028848409488,0.0282965663265231,0.0863662793337589,0.0064326136044595,0.00271842229740989,8.31806997124803e-05,0.961388060312935,0.0541199277720176,8.54622815087479e-05,2.96578643052659e-06,20,0,0.571960000000399,0.0100300348952997,41.76,0.752985893029903,0.569457397804223,0.000945251283675142,3,20,0.5,"RS_case3_R20_vara0.5_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,11.2024228056374,0.0583590230289678,0.0113597349560152,0.000344556516745322,0.567986747800758,0.0172278258372661,0.122940868988499,0.0254735133476311,0.806682806848568,0.0420576464691496,0.0511721363745402,0.00084157324676815,10.5486484821546,0.0429498057190313,2.1698379557462,0.10984062960077,0.00241886429718062,8.05799954321424e-05,2.48870172603364,0.13836166094947,0.000880730938333423,4.23214658949746e-05,20,0,0.61274000000034,0.0131592695662476,42.14,0.770904583947339,0.569457397804223,0.000945251283675142,3,20,2.25,"RS_case3_R20_vara2.25_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,12.4729896553941,0.0945331238207641,0.00747999044784471,0.000237578320567684,0.373999522392235,0.0118789160283842,0.0600919986558585,0.0122040734173801,0.631276601863323,0.028388563642362,0.0466375972224128,0.000755178980219619,11.5525112785191,0.0901001889091337,0.056723162934927,0.010652858511197,0.00287549049951356,8.13200944060596e-05,6.9130979849986,0.480645706554853,7.7084847332028e-05,4.40605764952217e-06,50,0,2.81905999999959,0.0602399922078547,118.86,1.93464862601002,0.565009465732287,0.000990438950699169,3,50,0.5,"RS_case3_R50_vara0.5_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,13.0921022520192,0.104131998033391,0.00770751778440134,0.000242721355337794,0.385375889220067,0.0121360677668897,0.135699521632574,0.0286098721623632,1.3976960521783,0.04804713832709,0.0491949427601522,0.000715556955106291,12.1031454948191,0.101262617060468,0.839539867042159,0.0817338650853215,0.00260624290718826,7.31828536382258e-05,10.1319637250988,0.656412122107612,0.000372876590696491,3.13773695872787e-05,50,0,2.78192000000214,0.0540786263562807,115.46,1.76246812100277,0.565009465732287,0.000990438950699169,3,50,2.25,"RS_case3_R50_vara2.25_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,14.0258218669114,0.261376869598219,0.0153160634733558,0.00043849451753157,0.765803173667789,0.0219247258765785,1.0239511582341,0.186754734303715,1.37770088431515,0.137746943155071,0.0475570368351521,0.000661431354714329,13.3985165491324,0.259222197555556,1.70009563940734,0.385023557522083,0.00277170146592255,6.84877523746031e-05,22.6395590705623,3.02001202388823,0.000706912999885991,0.000148180899757768,10,0,0.30378000000003,0.0111577296351966,19.3,0.71898454469495,0.574747545000269,0.00158701924397907,4,10,0.5,"RS_case4_R10_vara0.5_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,14.6856788579408,0.333382466791787,0.0156139658396307,0.000440201630908822,0.780698291981536,0.0220100815454411,1.52890034187867,0.272810189110182,2.2728467036123,0.20318243805525,0.0479211262756671,0.000675555816490072,14.0412319830403,0.331707262029529,2.02339402543565,0.478837436287674,0.0027345714957935,6.88240754893978e-05,30.8054755833012,4.72260023149564,0.000830496962793281,0.000184080350050227,10,0,0.25118000000024,0.00623274368778841,18.38,0.369102607270495,0.574747545000269,0.00158701924397907,4,10,2.25,"RS_case4_R10_vara2.25_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,14.0656217057031,0.186665641725534,0.00857178576784526,0.000252867402764129,0.428589288392263,0.0126433701382064,0.2267355450041,0.0401628138574803,0.939908605785961,0.0661673492078219,0.0479661379952507,0.000626046701093624,13.0554454871455,0.158994037280023,0.408047368402851,0.111443588280064,0.00272672758425486,6.62026579223924e-05,17.6853141898484,1.50649250256581,0.000209297865288579,4.28293743070154e-05,20,0,0.435919999999751,0.00819287096772255,26.28,0.351138091331136,0.569457397804223,0.000945251283675142,4,20,0.5,"RS_case4_R20_vara0.5_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,14.7027032137456,0.201291271323891,0.00873407960198318,0.000258731729744998,0.436703980099159,0.0129365864872499,0.287305989372533,0.047120402655983,1.45647135231528,0.0759860032981082,0.0479297049161419,0.000632987006324833,13.6869463978294,0.172263079233845,0.912607476860127,0.101716699961884,0.00273094858507868,6.67208502490998e-05,23.4215203910155,1.8134135966279,0.000403365976975802,3.91169689960798e-05,20,0,0.450360000000801,0.00718915055592452,27.06,0.359602955652878,0.569457397804223,0.000945251283675142,4,20,2.25,"RS_case4_R20_vara2.25_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,41.2149893722523,1.44460622275128,0.0113830431175302,0.000508986126816987,0.569152155876511,0.0254493063408493,0.739260274050398,0.145262143138668,7.91727784675496,0.425358344495293,0.0452715136070875,0.000840092201839255,37.7135678966285,1.29099526812603,63.8815669963189,8.16134297469421,0.00302978921333118,9.2636909369275e-05,906.13575168816,78.6810743754379,0.0246186299334815,0.00313766564891782,50,0,3.36753999999928,0.0954509306994361,130.6,3.38520189009972,0.565009465732287,0.000990438950699169,4,50,0.5,"RS_case4_R50_vara0.5_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,12.0991100767868,0.0652536636297945,0.0125692886318478,0.00033068632708156,0.628464431592389,0.016534316354078,0.0505221337504804,0.0124229665349555,0.234546297526323,0.0146953004075796,0.0483669760132792,0.000598719673016048,11.5412751963826,0.0320346057204625,0.0810473090063651,0.00725314300262901,0.00268353396310925,6.21056963744992e-05,6.50836420596926,0.168087527942253,8.27466386627558e-05,3.0189444020536e-06,10,0,0.184539999999713,0.00419262812718649,11.32,0.125973758200278,0.574747545000269,0.00158701924397907,5,10,0.5,"RS_case5_R10_vara0.5_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,12.7915840386244,0.0844668451434434,0.0126284863635164,0.000325680280822412,0.631424318175819,0.0162840140411206,0.212290195867229,0.0547353512530696,1.06405869715834,0.0627245796606354,0.0482306690515677,0.000595043926623872,12.2110712003188,0.063442794985457,1.59924104557234,0.140440568545189,0.0026974134133043,6.19600223103323e-05,10.5082026770597,0.426862276692536,0.000666709617930623,5.40245038843595e-05,10,0,0.172560000000376,0.00493535020368625,11.7,0.125356634105602,0.574747545000269,0.00158701924397907,5,10,2.25,"RS_case5_R10_vara2.25_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,12.8094435745236,0.0513591123251504,0.00725501273131049,0.000220918127454421,0.362750636565525,0.011045906372721,0.0324687114116856,0.00677634225168675,0.259203204406686,0.0131535267226804,0.0517849024849193,0.000624789166624725,11.6999845792354,0.0332289833701877,0.0664608447649772,0.00620370999814595,0.00234382334202259,6.03445048817379e-05,7.34402082956378,0.185186901588728,7.06082321668999e-05,2.45671212055751e-06,20,0,0.327919999999576,0.00456050838591304,17.1,0.181265393434993,0.569457397804223,0.000945251283675142,5,20,0.5,"RS_case5_R20_vara0.5_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,0.66,12.3755161108945,0.183881851585536,0.0187400964055799,0.000559081705703959,0.937004820278995,0.027954085285198,0.517124762695611,0.117334639753841,0.682762698825974,0.114229953500262,0.0445878496600082,0.0011244286518339,12.081064205044,0.195359645849806,0.672777835639083,0.191552786182635,0.00313245905516204,0.000123927828659033,11.3630608057049,1.47276634723882,0.000318877657976619,7.34664351718934e-05,10,0,3.76934000000055,0.396438686728086,267.88,27.8179011517727,0.574747545000269,0.00158701924397907,6,10,0.5,"RS_case6_R10_vara0.5_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,0.74,12.9282893743037,0.231333991734199,0.0191039540507372,0.00058514656872112,0.955197702536862,0.029257328436056,0.652949737570041,0.143721257790168,1.45241712855103,0.201983426815377,0.0447089373552271,0.00112433265501762,12.627919851831,0.242867088738656,2.63520636752484,0.323892719449375,0.00311904368042601,0.000124280714404157,16.0520391681365,2.32885967074717,0.00107310978529264,0.000124147275692441,10,0,2.78186000000016,0.397853657856045,191.34,26.8680313793936,0.574747545000269,0.00158701924397907,6,10,2.25,"RS_case6_R10_vara2.25_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,0.42,12.514805850355,0.144516935685763,0.0128730363976387,0.00035517585631762,0.643651819881934,0.017758792815881,0.443483488389955,0.089086951452194,0.549462604578686,0.122931639332584,0.0457273174031749,0.00113021029445511,12.0015381966237,0.156215092571742,0.742943758752536,0.273792944098762,0.00300811546643065,0.000125058242035436,10.2049861480037,1.13088508678649,0.000343463872385263,0.000105820852138488,20,0,5.36718000000052,0.388692273950261,364.64,24.3495423415903,0.569457397804223,0.000945251283675142,6,20,0.5,"RS_case6_R20_vara0.5_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,19.8388311098049,0.623662508312021,0.0143873773939082,0.000493329311753702,0.719368869695411,0.0246664655876851,0.0515572144801522,0.0123022894315976,0.222278908749888,0.0155053308097391,0.0472954386613644,0.000692659613705595,19.1359438431537,0.606878017445663,0.0889093534176056,0.00839075760836565,0.00280127987558048,7.4538909398845e-05,120.784103066446,14.3064225013113,8.80328132243866e-05,3.63624292480108e-06,10,0,0.225000000000003,0.00477741284264432,17.64,0.379860339534177,0.574747545000269,0.00158701924397907,7,10,0.5,"RS_case7_R10_vara0.5_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,20.5086838327197,0.61911062121766,0.0145329143093735,0.000499587067074498,0.726645715468674,0.0249793533537249,0.212806733369639,0.0546801444095055,1.03917221038103,0.0634738409587321,0.0471065245440688,0.000707173985198223,19.8102325508958,0.603660441622683,1.66352143193022,0.146939224891825,0.00282222440302892,7.63265683049483e-05,134.717018314672,15.092675066807,0.000693822626713442,5.65364768615324e-05,10,0,0.264080000000249,0.00752692256255729,18.04,0.363610017598469,0.574747545000269,0.00158701924397907,7,10,2.25,"RS_case7_R10_vara2.25_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,20.0354671542844,0.460132694424551,0.00875736252343253,0.000272741819863953,0.437868126171627,0.0136370909931976,0.0312215017586059,0.0061068043187939,0.256030185476287,0.0143979954814612,0.0498468594136147,0.000824774202282777,18.7403988936383,0.443948639446218,0.0696790818190598,0.00688673221192479,0.00254866988243054,7.88213820929399e-05,104.532799936031,10.0339530305583,7.57833817533974e-05,3.17461637421843e-06,20,0,0.458099999999977,0.00997340340667896,28.2,0.50223988089277,0.569457397804223,0.000945251283675142,7,20,0.5,"RS_case7_R20_vara0.5_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,20.8078530695156,0.461906653102164,0.00886992645117672,0.000277542633192991,0.443496322558836,0.0138771316596496,0.119059227456579,0.0243489712536252,1.17153025615102,0.0562801932531822,0.0497628821625104,0.000835854047461293,19.4470390608483,0.439436605889924,1.31830253587584,0.105688154661587,0.00255800195606203,7.95969427038562e-05,118.602747138096,10.4337519757256,0.000556017929134542,4.05785463484186e-05,20,0,0.485139999999083,0.0109931336639324,28.98,0.472500944821429,0.569457397804223,0.000945251283675142,7,20,2.25,"RS_case7_R20_vara2.25_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,16.4219592239943,0.350290786724181,0.0143363950439056,0.000404272867361231,0.71681975219528,0.0202136433680616,0.0540404680449646,0.0126376022088799,0.237481636841274,0.0149754088914275,0.0481647688586401,0.000580354071581913,11.0563880579197,0.0406088738072199,0.0799047716973435,0.00731508252258088,0.00270339491904989,6.04118099860113e-05,4.3095367957172,0.17774954668073,8.2689164801937e-05,2.99537314517879e-06,10,0,0.206420000000106,0.0042668240829772,14.46,0.162153869984717,0.574747545000269,0.00158701924397907,8,10,0.5,"RS_case8_R10_vara0.5_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,16.9700271696785,0.397000395376833,0.0144947618302201,0.000417775850189003,0.724738091511005,0.0208887925094502,0.220364637731801,0.0552530348089404,1.06744379216304,0.0639770398267067,0.0481625039826242,0.000585765111963196,11.7231539650062,0.0724087786909739,1.59899920431815,0.140903390390497,0.00270393891090472,6.09698907653725e-05,7.67247604747353,0.411762376612564,0.000666742079916721,5.4108650769922e-05,10,0,0.201859999999288,0.00343130962082001,15.08,0.184810990043385,0.574747545000269,0.00158701924397907,8,10,2.25,"RS_case8_R10_vara2.25_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,17.1538772803544,0.276120105712056,0.00832595705796496,0.000246230979295827,0.416297852898248,0.0123115489647913,0.0323426951600002,0.00651935797401479,0.250740386089646,0.0131696239531972,0.0501067012261922,0.000606818006447298,11.237560769117,0.0353810430661568,0.0706288658851013,0.00642597676296298,0.00250738443908694,6.1659585700799e-05,5.0680172877056,0.164176993256692,7.53548972854473e-05,2.5563148352862e-06,20,0,0.31524000000034,0.00296132347691554,22.4,0.21946130708196,0.569457397804223,0.000945251283675142,8,20,0.5,"RS_case8_R20_vara0.5_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,17.8531945269421,0.319772075268647,0.00855898204058168,0.000258760008967506,0.427949102029084,0.0129380004483753,0.12340667517784,0.0253104776749279,1.16935179624105,0.0546428055484508,0.0499317406209688,0.000608831537424124,11.9714621602299,0.0581500806837777,1.31410651399953,0.105953428742386,0.00252499371345309,6.20912397421931e-05,8.99527753197089,0.357415239153345,0.000553770165194994,4.04909947867579e-05,20,0,0.358119999998889,0.00595655289973243,23.68,0.267169593772822,0.569457397804223,0.000945251283675142,8,20,2.25,"RS_case8_R20_vara2.25_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,19.4676979286243,0.219139334630866,0.00538241636007447,0.000179572185749406,0.269120818003724,0.00897860928747028,0.0124395266358619,0.00276044665883626,0.266110892617919,0.00961057200460372,0.0543678496011148,0.000595130099150702,11.2514948697198,0.0383089854365882,0.0592299061705146,0.00439834137327319,0.00209964796193732,5.32587697205447e-05,5.14114048826865,0.173674604011112,6.31342961427837e-05,2.03845085482239e-06,50,0,0.965080000000016,0.011574032864095,45.1,0.490938293641131,0.565009465732287,0.000990438950699169,8,50,0.5,"RS_case8_R50_vara0.5_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,20.3135040804813,0.241315816788961,0.00557933705302606,0.000194025839602085,0.278966852651303,0.00970129198010427,0.0466432605456165,0.0107014558342679,1.21295829731031,0.0356577672078549,0.0542829503567442,0.000604899478180805,11.9752419413827,0.0519240949352424,1.13775783486776,0.0708315988854577,0.00210797789364038,5.42147655263345e-05,8.98417407987001,0.315072326683856,0.000477953375451664,2.73232661415256e-05,50,0,1.07370000000054,0.0137214341485722,47.8,0.519811582818864,0.565009465732287,0.000990438950699169,8,50,2.25,"RS_case8_R50_vara2.25_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,14.0799597665941,0.110571346135586,0.013067678550679,0.000363347752400223,0.653383927533948,0.0181673876200112,0.0555974498729481,0.0134110289869059,0.23246424568793,0.0144645203130379,0.0488991523942371,0.000503365701355101,11.0639214889391,0.0290004982062218,0.0818272748817561,0.0073206537158068,0.00262371210046314,5.15521852427186e-05,4.300982328419,0.121293792290413,8.18965320664795e-05,2.82486632595446e-06,10,0,0.166859999999914,0.00228035264016823,12.16,0.135103890486136,0.574747545000269,0.00158701924397907,9,10,0.5,"RS_case9_R10_vara0.5_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,14.7838772493296,0.132303189874691,0.0131668061155271,0.000373680647422417,0.658340305776354,0.0186840323711208,0.223622984994285,0.0567432773351244,1.05846339328575,0.0622911471295135,0.0487634741121436,0.000507472465674454,11.7322100841422,0.0679035592120495,1.60988864866494,0.140175159322906,0.00263780047192445,5.20256585539996e-05,7.69090571821764,0.393233100177581,0.000669657313441431,5.36554048418119e-05,10,0,0.174520000001066,0.00398171740203246,12.74,0.147938211039996,0.574747545000269,0.00158701924397907,9,10,2.25,"RS_case9_R10_vara2.25_varb0.1_contam_rho25.rds","RS"
"OBS","contam",0.25,50,1,15.1338398306751,0.102439308970896,0.00734348326270988,0.000187388051107208,0.367174163135494,0.00936940255536041,0.0324933733471616,0.00629845844732485,0.25503914181755,0.0129694525465554,0.051100279196194,0.000477508648722986,11.278817220793,0.0306646684673796,0.0682479503099925,0.00633618916629333,0.00240235540566083,4.49860514479761e-05,5.23908369850134,0.141605613642285,7.24205000357686e-05,2.58589183867964e-06,20,0,0.334399999999441,0.00527411855490285,19.14,0.178451388224311,0.569457397804223,0.000945251283675142,9,20,0.5,"RS_case9_R20_vara0.5_varb0.1_contam_rho25.rds","RS"
