"method","mis_type","rho","n","convergence_rate","MSPE_mean","MSPE_MCSE","beta_MSE_mean","beta_MSE_MCSE","beta_SSE_mean","beta_SSE_MCSE","intercept_MSE_mean","intercept_MSE_MCSE","Var_a_hat_mean","Var_a_hat_MCSE","Var_b_hat_mean","Var_b_hat_MCSE","Var_e_hat_mean","Var_e_hat_MCSE","Var_a_MSE_mean","Var_a_MSE_MCSE","Var_b_MSE_mean","Var_b_MSE_MCSE","Var_e_MSE_mean","Var_e_MSE_MCSE","G_MSE_mean","G_MSE_MCSE","selected_K_mean","selected_K_MCSE","runtime_mean","runtime_MCSE","iterations_mean","iterations_MCSE","group_ARI_mean","group_ARI_MCSE","case","R_setting","Var_a_setting","file"
"OBS","contam",0.25,50,1,11.5545555410258,0.0565277935373421,0.0143363950439056,0.000404272867361231,0.71681975219528,0.0202136433680616,0.0540404680449646,0.0126376022088799,0.237481636841274,0.0149754088914275,0.0481647688586401,0.000580354071581913,11.0563880579197,0.0406088738072199,0.0799047716973435,0.00731508252258088,0.00270339491904989,6.04118099860113e-05,4.3095367957172,0.17774954668073,8.2689164801937e-05,2.99537314517879e-06,10,0,0.255160000000124,0.00478299368296483,14.46,0.162153869984717,0.574747545000269,0.00158701924397907,2,10,0.5,"RS_case2_R10_vara0.5_varb0.1_contam_rho25.rds"
"ORACLE","contam",0.25,50,1,9.50105098842382,0.037815290217821,0.0130153203223275,0.00034848226359974,0.650766016116376,0.017424113179987,0.0527974024381371,0.0129463854619736,0.424502471663327,0.0260664134085138,0.08624564228961,0.000929506740512009,9.01454396370558,0.0188668605455072,0.0389933142761407,0.00510696452892505,0.00023151751227757,2.57753199241392e-05,0.0176534897956063,0.0030083136447336,1.94422106459128e-05,2.07659143382546e-06,10,0,0.17346000000004,0.0033616334707636,9.58,0.131211000036629,1,0,2,10,0.5,"RS_case2_R10_vara0.5_varb0.1_contam_rho25.rds"
"BLM","contam",0.25,50,1,15.2644512877776,0.160297757265821,0.0172560325428846,0.000529630298383169,0.862801627144231,0.0264815149191584,0.243247554954757,0.0483717830327406,7.28443236724884e-05,6.48043760771255e-07,7.93440337736911e-05,7.06329176691777e-07,15.1885397945353,0.149248916463262,5.06217220587035,2.9161005157439e-06,0.0099841375131671,1.41151502825746e-07,39.3895115027539,1.92078709243742,0.00213816958151815,3.83397675874216e-09,1,0,0.316559999999881,0.00645727939180928,27.84,0.0523722936566382,0,0,2,10,2.25,"RS_case2_R10_vara2.25_varb0.1_contam_rho25.rds"
"CIRG","contam",0.25,50,1,15.286257170766,0.160008955219643,0.0174778156317543,0.00054790757812059,0.873890781587714,0.0273953789060295,0.247442859187979,0.049224627066504,0.0654189910126312,0.0114556023500385,0.000470016586874262,7.42228881880937e-05,15.1260326586617,0.149868423204982,4.77882449526318,0.048484785052358,0.0099064875410365,1.46734429687114e-05,38.6288428044135,1.90690004283891,0.00202773889746828,1.88747191849534e-05,5.78,0.799127074771374,259.33614,38.6047286338589,125.04,12.9696336077149,3.13841162824739e-05,9.38706145548771e-05,2,10,2.25,"RS_case2_R10_vara2.25_varb0.1_contam_rho25.rds"
"CPF","contam",0.25,50,1,12.3850209869514,0.0844283133247607,0.0147305802082432,0.000427940583100644,0.736529010412161,0.0213970291550322,0.240133579310335,0.0604123037084571,1.10346556994168,0.067105783373195,0.0452085487065128,0.000802880864682869,11.899749299911,0.0806496198159688,1.53519732125354,0.142336342582805,0.00303368940130741,8.81929298167439e-05,8.72725969998099,0.477734045230969,0.000648551246181818,5.46245397354272e-05,9.22,0.115316777546346,0.474039999999368,0.0137928393133801,15.22,0.259182387912608,0.538976705282725,0.00776800468355772,2,10,2.25,"RS_case2_R10_vara2.25_varb0.1_contam_rho25.rds"
"KM","contam",0.25,50,1,15.2651576175014,0.160337965638199,0.0172543521936076,0.000529679478218514,0.86271760968038,0.0264839739109257,0.24327522486804,0.0483742019164473,0.000368600466961146,0.000198242975055863,0.000211573556850145,5.90536235147956e-06,15.1852752846808,0.149258183081395,5.06084335947856,0.00089006441362561,0.00995773176079185,1.17865164183723e-06,39.3492526029046,1.91996559366364,0.00213715107555485,3.4382703943355e-07,2,0,270.29976,10.2284346981908,39.2,1.36874737908611,-3.44449317043508e-05,5.77531790482073e-05,2,10,2.25,"RS_case2_R10_vara2.25_varb0.1_contam_rho25.rds"
"LM","contam",0.25,50,1,15.2644512877776,0.160297757265821,0.0172560325428846,0.000529630298383168,0.862801627144231,0.0264815149191584,0.243247554954756,0.0483717830327405,0,0,NA,NA,15.1845993399046,0.149214542055221,5.0625,0,NA,NA,39.3402529936252,1.91914262239833,NA,NA,1,0,0.0112800000003335,0.00233605982589559,1,0,NA,NA,2,10,2.25,"RS_case2_R10_vara2.25_varb0.1_contam_rho25.rds"
"OBS","contam",0.25,50,1,12.2386306956495,0.0850949635823792,0.0144947618302201,0.000417775850189003,0.724738091511005,0.0208887925094502,0.220364637731801,0.0552530348089404,1.06744379216304,0.0639770398267067,0.0481625039826242,0.000585765111963196,11.7231539650062,0.0724087786909739,1.59899920431815,0.140903390390497,0.00270393891090472,6.09698907653725e-05,7.67247604747353,0.411762376612564,0.000666742079916721,5.4108650769922e-05,10,0,0.198660000000309,0.00417735489011933,15.08,0.184810990043385,0.574747545000269,0.00158701924397907,2,10,2.25,"RS_case2_R10_vara2.25_varb0.1_contam_rho25.rds"
"ORACLE","contam",0.25,50,1,9.5011547784913,0.0378042619189863,0.013014088330994,0.000349230410561575,0.650704416549701,0.0174615205280787,0.222747157699844,0.0575059793038474,1.89964498029919,0.111372786697375,0.0862436236641962,0.000930899309923382,9.01457156867385,0.0188637949546855,0.73053962304976,0.0970692376741766,0.000231699992627838,2.58185714383787e-05,0.0176486258581453,0.00301133324860171,0.000285322807643657,3.7323772554027e-05,10,0,0.135219999999972,0.00304594611821715,9.84,0.128920161973468,1,0,2,10,2.25,"RS_case2_R10_vara2.25_varb0.1_contam_rho25.rds"
"BLM","contam",0.25,50,1,14.1296052910055,0.0754216986549946,0.00963688583510217,0.000301004290421218,0.481844291755109,0.0150502145210609,0.0389667481232713,0.00688594939094972,6.80487239042159e-05,1.92830077593261e-07,7.4216640465569e-05,2.14844855419221e-07,13.9501265832756,0.0547700533520991,0.249931955908547,1.92803748997259e-07,0.00998516218227837,4.29369339271835e-08,24.6507413689171,0.54672179741303,0.0002880392406853,8.98783195279722e-10,1,0,0.358219999998983,0.00495459300419199,27.38,0.0693409205686377,0,0,2,20,0.5,"RS_case2_R20_vara0.5_varb0.1_contam_rho25.rds"
"CIRG","contam",0.25,50,1,14.1419580062697,0.0753658256495525,0.00974555265037881,0.000304796208457026,0.487277632518941,0.0152398104228513,0.0390867910071775,0.00686796446817926,0.044853016040127,0.00725986309281235,0.000338184473703993,4.11072071389106e-05,13.9098418065707,0.0555843525867684,0.209741352001961,0.00606237966076885,0.00993256027431892,8.16731421228389e-06,24.2579379579219,0.549793708745926,0.000271576072940372,2.41871673355494e-06,4.72,0.591808021822852,239.43394,34.4706350400809,116.22,13.6457002273199,-0.000100642557911689,5.78815763405095e-05,2,20,0.5,"RS_case2_R20_vara0.5_varb0.1_contam_rho25.rds"
"CPF","contam",0.25,50,1,12.4552233026009,0.0681890538407468,0.00882410474377662,0.000275181475912655,0.441205237188831,0.0137590737956327,0.0371848979177669,0.00690471576529733,0.279849420264519,0.0133059497120379,0.0397403239204014,0.000797796057482598,11.8000095050612,0.04986036475657,0.0571416443470931,0.00625772738548526,0.00366241601013555,9.99150771441665e-05,7.96186997114205,0.294387198813633,9.23731045189814e-05,2.83763386288415e-06,14.44,0.227066474129206,0.717679999999091,0.0134910534226088,21.46,0.313258060143547,0.468605002314407,0.00573568740896786,2,20,0.5,"RS_case2_R20_vara0.5_varb0.1_contam_rho25.rds"
"KM","contam",0.25,50,1,14.1297069460238,0.0754264041012402,0.00964917725494071,0.000303022138646682,0.482458862747036,0.0151511069323341,0.0390361266173581,0.00691259413845894,0.000985751059116511,0.00050226882304163,0.000183025391650849,8.28303482007655e-06,13.9464394780788,0.0548149055270632,0.249027582070593,0.000493207973692851,0.00996343178178845,1.65386588633218e-06,24.6144925298259,0.546827795671536,0.000287273806674362,1.85296740556339e-07,2,0,290.670039999999,9.53840194102439,48.7,4.06942306496052,4.67707630030526e-05,4.5512115417271e-05,2,20,0.5,"RS_case2_R20_vara0.5_varb0.1_contam_rho25.rds"
"LM","contam",0.25,50,1,14.1296052910055,0.0754216986549946,0.00963688583510217,0.000301004290421219,0.481844291755108,0.015050214521061,0.0389667481232713,0.0068859493909497,0,0,NA,NA,13.9464430570141,0.0547623440641525,0.25,0,NA,NA,24.6142457183257,0.546241961602846,NA,NA,1,0,0.00973999999958323,0.000291106264460817,1,0,NA,NA,2,20,0.5,"RS_case2_R20_vara0.5_varb0.1_contam_rho25.rds"
"OBS","contam",0.25,50,1,12.0815162412474,0.0589401860505181,0.00832595705796496,0.000246230979295827,0.416297852898248,0.0123115489647913,0.0323426951600002,0.00651935797401479,0.250740386089646,0.0131696239531972,0.0501067012261922,0.000606818006447298,11.237560769117,0.0353810430661568,0.0706288658851013,0.00642597676296298,0.00250738443908694,6.1659585700799e-05,5.0680172877056,0.164176993256692,7.53548972854473e-05,2.5563148352862e-06,20,0,0.384659999998403,0.00636537893443172,22.4,0.21946130708196,0.569457397804223,0.000945251283675142,2,20,0.5,"RS_case2_R20_vara0.5_varb0.1_contam_rho25.rds"
"ORACLE","contam",0.25,50,1,9.90764299576964,0.0387192802836399,0.00757719402521028,0.000224082397967474,0.378859701260514,0.0112041198983737,0.0298825498794176,0.0060399485765496,0.469616271107343,0.0219121704907439,0.0914482949768053,0.000811122824200708,9.02530135091116,0.0195544657203559,0.0244501885465784,0.00496538213865077,0.000105369750364761,1.59276243952175e-05,0.0193766377087496,0.00380795151152347,1.14258654612904e-05,1.93594698110255e-06,20,0,0.239479999999458,0.00465242881480457,13.34,0.138828921294358,1,0,2,20,0.5,"RS_case2_R20_vara0.5_varb0.1_contam_rho25.rds"
"BLM","contam",0.25,50,1,15.7981086945201,0.125270295239696,0.00994987740737848,0.000320104965193836,0.497493870368924,0.0160052482596918,0.160754369203856,0.0289355320232057,7.43669863915757e-05,5.09945926454497e-07,8.09960722852712e-05,5.58427274502991e-07,15.5800565633728,0.109045385495827,5.06216535410443,2.2946799744701e-06,0.00998380736118688,1.11593952612595e-07,43.8797982859846,1.47054077624373,0.00213816060060122,3.02659369366692e-09,1,0,0.384520000000775,0.00395600705743474,27.98,0.02,0,0,2,20,2.25,"RS_case2_R20_vara2.25_varb0.1_contam_rho25.rds"
"CIRG","contam",0.25,50,1,15.8151831822792,0.126145441089294,0.0100417520757035,0.000335824863761491,0.502087603785176,0.0167912431880745,0.160837744956874,0.0289784022418603,0.0562304737066028,0.0116703130553217,0.000421311895605002,5.80984962642644e-05,15.5279601198853,0.107878383029666,4.81929834862721,0.0493951938090033,0.00991608052092052,1.15267977998535e-05,43.1845128575422,1.44751900998546,0.00204348418864792,1.9139106094432e-05,5.1,0.777883050860685,383.6561,85.3440333916801,116.76,15.448018431805,7.06934202823608e-05,5.68546124809746e-05,2,20,2.25,"RS_case2_R20_vara2.25_varb0.1_contam_rho25.rds"
"CPF","contam",0.25,50,1,13.1606880736561,0.083104802526933,0.00898133010830297,0.000261572239673321,0.449066505415149,0.013078611983666,0.16670925902518,0.0359429044612283,1.25360365939789,0.057634221340112,0.0410404586758901,0.00070440101634186,12.4672684333232,0.0618648217641542,1.15556913756986,0.111801919985385,0.00350054037194877,8.50659990202017e-05,12.2094859411432,0.434835485288665,0.000511570994297306,4.26559010366687e-05,15.04,0.245714285714286,0.856840000001539,0.0144635321848721,22.62,0.285557099619073,0.478237904539663,0.00714973265392528,2,20,2.25,"RS_case2_R20_vara2.25_varb0.1_contam_rho25.rds"
"KM","contam",0.25,50,1,15.7985500597899,0.12519479026378,0.00996277412143195,0.000321573265983785,0.498138706071597,0.0160786632991892,0.160887560514963,0.028990708298036,0.00127273129739395,0.000565245641891977,0.000199185062067561,7.96443115063136e-06,15.5760863031868,0.109146909194402,5.05678998463583,0.00253343198673915,0.00996020577045145,1.58989700837905e-06,43.8286504085087,1.47114923575237,0.00213564024342884,9.64401789014036e-07,2,0,305.797119999999,10.078528322906,46.88,3.52178526156429,4.67707630030526e-05,4.5512115417271e-05,2,20,2.25,"RS_case2_R20_vara2.25_varb0.1_contam_rho25.rds"
"LM","contam",0.25,50,1,15.7981086945201,0.125270295239696,0.00994987740737848,0.000320104965193837,0.497493870368924,0.0160052482596918,0.160754369203856,0.0289355320232057,0,0,NA,NA,15.5760342116057,0.109017995545359,5.0625,0,NA,NA,43.8265871964928,1.46928394135319,NA,NA,1,0,0.0112799999993877,0.0012713611537461,1,0,NA,NA,2,20,2.25,"RS_case2_R20_vara2.25_varb0.1_contam_rho25.rds"
"OBS","contam",0.25,50,1,12.8346632128511,0.0789495850773071,0.00855898204058168,0.000258760008967506,0.427949102029084,0.0129380004483753,0.12340667517784,0.0253104776749279,1.16935179624105,0.0546428055484508,0.0499317406209688,0.000608831537424124,11.9714621602299,0.0581500806837777,1.31410651399953,0.105953428742386,0.00252499371345309,6.20912397421931e-05,8.99527753197089,0.357415239153345,0.000553770165194994,4.04909947867579e-05,20,0,0.432879999999714,0.00563470586646189,23.68,0.267169593772822,0.569457397804223,0.000945251283675142,2,20,2.25,"RS_case2_R20_vara2.25_varb0.1_contam_rho25.rds"
"ORACLE","contam",0.25,50,1,9.90841137518202,0.03871086597396,0.00758187342712541,0.000224294742071072,0.379093671356271,0.0112147371035536,0.118519367812558,0.0242255509698487,2.12857164272406,0.0974356301429668,0.0914468956080011,0.000811276159623955,9.02527942747728,0.0195491372721835,0.479936244997228,0.113653235301369,0.000105405876091966,1.593988019012e-05,0.0193653190898262,0.00380654483924164,0.000186546151019541,4.3721057349146e-05,20,0,0.256219999998575,0.00277102942620252,13.58,0.131211000036629,1,0,2,20,2.25,"RS_case2_R20_vara2.25_varb0.1_contam_rho25.rds"
"BLM","contam",0.25,50,1,14.3406058569505,0.0661023877534565,0.0059085665796871,0.000192250506634044,0.295428328984355,0.00961252533170222,0.0165951141772989,0.00354926671184138,6.88900534985436e-05,1.63715205704665e-07,7.50802559166817e-05,1.84790619766516e-07,14.2249473710473,0.0500786168990453,0.249931114693654,1.63692525906413e-07,0.00998498958753472,3.69302574723405e-08,27.4229605558695,0.533927810159296,0.000288035599411915,7.71867816526866e-10,1,0,0.446199999997916,0.00348126179309411,27.58,0.0705083581671604,0,0,2,50,0.5,"RS_case2_R50_vara0.5_varb0.1_contam_rho25.rds"
"CIRG","contam",0.25,50,1,14.3573298972723,0.0655145269903428,0.00607097739400858,0.000211403921703765,0.303548869700429,0.0105701960851883,0.0166336984957318,0.00349268646750454,0.046418222421217,0.00859090504048959,0.000379332589561839,4.62528694679125e-05,14.1807615400055,0.0509906124996526,0.209352807772849,0.00700094344842309,0.0099243822023699,9.18896746001658e-06,26.9676922199918,0.538926747756137,0.000271269480158149,2.82008356352276e-06,5.06,0.709935323297345,315.54816,54.1379829422246,98.62,11.4123774553628,3.28344753700572e-05,4.16544372843699e-05,2,50,0.5,"RS_case2_R50_vara0.5_varb0.1_contam_rho25.rds"
"CPF","contam",0.25,50,0.96,14.0982844078322,0.0654735426189619,0.00751058247911283,0.000372832923733823,0.375529123955641,0.0186416461866911,0.0904900178063218,0.0182272140662799,0.612616507305951,0.0479913916791932,0.00716845978396759,0.00123918860049118,13.9048736499545,0.038756894407315,0.125537987807772,0.0252002448709714,0.00869293868987262,0.000221004826122998,24.1313882683584,0.381696747148223,0.000215372903614534,1.12467430995275e-05,4.72,0.285771422858285,2.7542399999997,0.213401123803917,120.7,14.9985645571671,0.0141652422478408,0.00180763505287368,2,50,0.5,"RS_case2_R50_vara0.5_varb0.1_contam_rho25.rds"
"KM","contam",0.25,50,1,14.3409402123464,0.065976714705827,0.00591017215390809,0.000192196193231667,0.295508607695405,0.00960980966158336,0.0165959564838083,0.00355754190843369,0.000197755495100578,2.28925909700807e-05,0.000193853051728422,8.67501427243421e-06,14.2210489856199,0.0501212245011674,0.249802309291601,2.28676394765524e-05,0.00996127065619774,1.73141497300543e-06,27.3824472303716,0.533943338968194,0.000287530119992883,2.98262109477554e-08,2,0,341.223999999998,9.9289814776987,47.24,5.07989715467162,-1.78764528578213e-05,2.89540911028497e-05,2,50,0.5,"RS_case2_R50_vara0.5_varb0.1_contam_rho25.rds"
"LM","contam",0.25,50,1,14.3406058569505,0.0661023877534565,0.0059085665796871,0.000192250506634045,0.295428328984355,0.00961252533170224,0.016595114177299,0.00354926671184139,0,0,NA,NA,14.2212190117607,0.0500727535240376,0.25,0,NA,NA,27.3839847204,0.533487195348155,NA,NA,1,0,0.0106200000000536,0.000295393200690872,1,0,NA,NA,2,50,0.5,"RS_case2_R50_vara0.5_varb0.1_contam_rho25.rds"
"OBS","contam",0.25,50,1,12.7382829992741,0.0517218161883398,0.00538241636007447,0.000179572185749406,0.269120818003724,0.00897860928747028,0.0124395266358619,0.00276044665883626,0.266110892617919,0.00961057200460372,0.0543678496011148,0.000595130099150702,11.2514948697198,0.0383089854365882,0.0592299061705146,0.00439834137327319,0.00209964796193732,5.32587697205447e-05,5.14114048826865,0.173674604011112,6.31342961427837e-05,2.03845085482239e-06,50,0,1.34515999999916,0.0163259242947141,45.1,0.490938293641131,0.565009465732287,0.000990438950699169,2,50,0.5,"RS_case2_R50_vara0.5_varb0.1_contam_rho25.rds"
"ORACLE","contam",0.25,50,1,10.7642674415227,0.0458685074190369,0.0047849515186812,0.000163973551316143,0.23924757593406,0.00819867756580714,0.0105105637185238,0.00235462430930827,0.471832056147508,0.0162320851713391,0.0955624939754447,0.000782165961433814,8.98866901397184,0.024145999348312,0.0137039819223478,0.00219748465575073,4.96688556880231e-05,7.9753760023922e-06,0.028696826186276,0.005006722249483,6.22353891070702e-06,8.91878255620245e-07,50,0,0.719180000000051,0.00730801572781856,23.82,0.215122176960926,1,0,2,50,0.5,"RS_case2_R50_vara0.5_varb0.1_contam_rho25.rds"
"BLM","contam",0.25,50,1,11.2978012447877,0.0996592693091924,0.0190016786348432,0.000609493664914837,0.950083931742161,0.0304746832457418,0.236953206166462,0.0420996459766828,9.71776596717665e-05,1.39094592947577e-06,0.000147070417632098,1.17172710151536e-06,11.1854904855953,0.0866788288363176,0.249902831878628,1.39066604641035e-06,0.0099706076134556,2.33988184730132e-07,5.14451641168109,0.462923832178634,0.000287748255498427,4.75296990166806e-09,1,0,0.345920000000273,0.00695477166979037,27,0,0,0,3,10,0.5,"RS_case3_R10_vara0.5_varb0.1_contam_rho25.rds"
"CIRG","contam",0.25,50,1,12.6108962666319,0.199275286965409,0.0225197260178642,0.000899537966641872,1.12598630089321,0.0449768983320936,0.457710901215532,0.10251167649056,6.13535646302005,0.502004957643992,0.00712766011710736,0.000529616943728038,5.60800723168143,0.458604233275727,44.1056823627601,4.32623882222433,0.00863901572657064,9.69116580300371e-05,21.8111892364679,1.95996457740664,0.0171232730292536,0.001662786382562,6.18,0.598426508198196,263.99374,27.666870598485,59.9,9.28387893949858,0.124575292997957,0.00658837424625156,3,10,0.5,"RS_case3_R10_vara0.5_varb0.1_contam_rho25.rds"
"CPF","contam",0.25,50,1,10.3467538680778,0.0589110365655142,0.0166608183043191,0.000510186837599462,0.833040915215955,0.0255093418799731,0.15003766867615,0.0291984576179036,0.266654995459865,0.0242885078078846,0.0439022365595607,0.00092690567406617,10.007059174631,0.0386405132599042,0.0833565401089857,0.00987863020334001,0.00318905761532167,0.000102926399010472,1.08732955519289,0.0913699546080353,9.33523340542366e-05,4.50824300089214e-06,9.4,0.0989743318610787,0.604039999999973,0.0181483897076288,25.6,0.887095696929144,0.555013164823693,0.00464128474380427,3,10,0.5,"RS_case3_R10_vara0.5_varb0.1_contam_rho25.rds"
"KM","contam",0.25,50,0.98,11.167051149554,0.0967074905325437,0.0186165995974285,0.000587317542574643,0.930829979871424,0.0293658771287322,0.326407490409332,0.0605826910704063,0.201623497940401,0.050654504503558,0.00660644714139603,0.000592083090953232,11.052964286227,0.0843271488560131,0.21475659947987,0.0330229266069363,0.0087395332724959,0.000110118854065984,4.56310469419858,0.424864299596916,0.000250570266476226,1.25830591094296e-05,2,0,256.16286,6.31236447681622,74.82,14.1875107479956,0.164496064048899,0.00589016602059893,3,10,0.5,"RS_case3_R10_vara0.5_varb0.1_contam_rho25.rds"
"LM","contam",0.25,50,1,11.2978012447877,0.0996592693091924,0.0190016786348432,0.000609493664914839,0.950083931742161,0.030474683245742,0.236953206166463,0.0420996459766823,0,0,NA,NA,11.1825006007219,0.0866558724255146,0.25,0,NA,NA,5.13126164321711,0.462265565294827,NA,NA,1,0,0.0133799999999076,0.0023207827673056,1,0,NA,NA,3,10,0.5,"RS_case3_R10_vara0.5_varb0.1_contam_rho25.rds"
"OBS","contam",0.25,50,1,10.3251776469437,0.0582983452956981,0.0165178531477705,0.000512114587864796,0.825892657388527,0.0256057293932398,0.146012392404155,0.0268170752778796,0.264035061163493,0.0242663097579338,0.0458173865803535,0.000774957544953959,9.97120268766583,0.0394346119101487,0.0845332880342481,0.00962751132446308,0.00296518299761043,8.25149351122386e-05,1.01943400273803,0.0916595212485821,8.95011295327833e-05,4.24272158344906e-06,10,0,0.362839999999845,0.0134318646418103,25.74,0.825021953944134,0.574747545000269,0.00158701924397907,3,10,0.5,"RS_case3_R10_vara0.5_varb0.1_contam_rho25.rds"
"ORACLE","contam",0.25,50,1,9.40847300493469,0.0367973364488372,0.014946815058231,0.000461800773289115,0.747340752911548,0.0230900386644557,0.0609312776673526,0.0147871352147896,0.457490706164943,0.0363394031884503,0.0843323280645646,0.00115050606183324,9.02145000079349,0.0176285522475575,0.0665140990429001,0.00972337871600942,0.000310335489593868,3.78591008668014e-05,0.0156876293969392,0.00296441456948576,3.15382058910394e-05,3.78628918503216e-06,10,0,0.24489999999994,0.0103384461785963,17.02,0.717415998069261,1,0,3,10,0.5,"RS_case3_R10_vara0.5_varb0.1_contam_rho25.rds"
"BLM","contam",0.25,50,1,12.7555320281129,0.211412066695714,0.0218590383326398,0.000829620450486331,1.09295191663199,0.0414810225243165,0.778508005908876,0.146943877050265,0.000109513630481621,1.97338845401501e-06,0.00016601112794575,2.65073067520139e-06,12.6238008843993,0.197282270657328,5.06200720084689,8.87979061711347e-06,0.00996682567839774,5.2920559744697e-07,15.0390272712428,1.82366178699013,0.0021377733505447,1.28541737233846e-08,1,0,0.279800000000105,0.00204280719237834,27,0,0,0,3,10,2.25,"RS_case3_R10_vara2.25_varb0.1_contam_rho25.rds"
"CIRG","contam",0.25,50,0.98,13.9074837665383,0.273727498709426,0.026542460621455,0.00112721156916312,1.32712303107275,0.0563605784581562,1.37101927658321,0.259630254666156,6.75839195114844,0.599491935380357,0.00971775590382799,0.000915293226696884,6.84949898246728,0.572954932937829,37.9357364338983,4.51455495520758,0.00819193392189181,0.000157155583268257,20.710245030121,1.72041604691749,0.0147425348442879,0.00173540608947332,5.66,0.523418901969326,270.5696,44.5413802870626,61.7,11.3629993884555,0.132109219957245,0.00649170211105452,3,10,2.25,"RS_case3_R10_vara2.25_varb0.1_contam_rho25.rds"
"CPF","contam",0.25,50,1,10.945682133809,0.0969969319918751,0.0181610825636315,0.000567815355181278,0.908054128181575,0.0283907677590639,0.492624109933338,0.0951806878981102,1.06391876520795,0.103510371676307,0.0461657597250274,0.0010015720539252,10.5974859838197,0.0828613580895908,1.93179415070962,0.175513690423709,0.00294727960836447,0.000106963835892186,2.8883956970585,0.337245566526415,0.000799368754758878,6.81610086284086e-05,9.3,0.122057196361679,0.523079999999682,0.0125571620347981,24.42,0.466064723542355,0.554426965481645,0.00608268438096713,3,10,2.25,"RS_case3_R10_vara2.25_varb0.1_contam_rho25.rds"
"KM","contam",0.25,50,0.98,12.503730791555,0.201612264339598,0.0209656445615356,0.000793300574064617,1.04828222807678,0.0396650287032309,0.833121532045285,0.138819071033158,0.868364912886174,0.233287830695289,0.0117211533173576,0.001440943547967,12.3703009422456,0.189375588200819,4.57565289951921,0.57590894763439,0.00789489436873044,0.000229882590250423,13.1162209982156,1.68310179271064,0.00191095640828748,0.000219902745432123,2,0,215.878200000001,3.82256621965845,56.52,10.3920000628427,0.164496064048899,0.00589016602059893,3,10,2.25,"RS_case3_R10_vara2.25_varb0.1_contam_rho25.rds"
"LM","contam",0.25,50,1,12.7555320281129,0.211412066695713,0.0218590383326398,0.000829620450486332,1.09295191663199,0.0414810225243166,0.778508005908879,0.146943877050264,0,0,NA,NA,12.6204271236523,0.197230449742113,5.0625,0,NA,NA,15.0135852226455,1.82176688477752,NA,NA,1,0,0.00920000000063737,0.00101458748018127,1,0,NA,NA,3,10,2.25,"RS_case3_R10_vara2.25_varb0.1_contam_rho25.rds"
"OBS","contam",0.25,50,1,10.9217370375423,0.0966622715467429,0.017897570763789,0.000556470399182868,0.894878538189451,0.0278235199591434,0.45787955326916,0.0920925247995436,1.00231820433604,0.0808593512245762,0.0482316580330864,0.000885442162228301,10.5607857769216,0.0821306987872442,1.87708336257375,0.176211238100815,0.00271837761331323,8.95853452714248e-05,2.76657937392158,0.330201743670079,0.000773933965105503,6.81657824600881e-05,10,0,0.290699999999924,0.00483129677945323,24.86,0.415033807327174,0.574747545000269,0.00158701924397907,3,10,2.25,"RS_case3_R10_vara2.25_varb0.1_contam_rho25.rds"
"ORACLE","contam",0.25,50,1,9.41054691891415,0.0368406467319952,0.0149702280296914,0.000461504447573781,0.748511401484571,0.023075222378689,0.22452443257346,0.0562647683657755,1.9758018573248,0.125029140626155,0.0842904339768961,0.00115048472735251,9.02148105460785,0.0176309271496285,0.841166635726557,0.116770828695318,0.000311647604919958,3.76670717787042e-05,0.0156930657226854,0.00299817473365332,0.000329392163003673,4.48737440806165e-05,10,0,0.177319999999963,0.0027722296338409,14.78,0.256013392506832,1,0,3,10,2.25,"RS_case3_R10_vara2.25_varb0.1_contam_rho25.rds"
"BLM","contam",0.25,50,1,11.4369343616757,0.0602681317048611,0.0119375570111105,0.000375516459422033,0.596877850555525,0.0187758229711016,0.0491385280307037,0.00841572953968667,5.67823931453681e-05,2.47023640847611e-07,0.000148784957810419,6.85827010565945e-07,11.2455483822177,0.0452314358973531,0.249943220834085,2.46995425368134e-07,0.00997026516844916,1.36959827591891e-07,5.14273579375394,0.209307290285722,0.000287757200790674,2.691177598817e-09,1,0,0.285499999999738,0.00233819221989495,26.88,0.0464230765979198,0,0,3,20,0.5,"RS_case3_R20_vara0.5_varb0.1_contam_rho25.rds"
"CIRG","contam",0.25,50,1,12.4379821981001,0.167617989996292,0.0144860205903353,0.000449239834104475,0.724301029516766,0.0224619917052238,0.118223192494378,0.0238033293876298,4.6306265993082,0.533513379248225,0.008097507857938,0.000663675559571035,7.29029557615248,0.46450856824246,31.0092658689186,4.11800293182254,0.00846765085909199,0.000120503321303255,13.4957315054861,1.51277698029515,0.0120848321460489,0.00158230609216949,6.16,0.659226510265428,172.40984,17.4048992390626,50.6,4.03666866085774,0.153576241145111,0.0057137308724496,3,20,0.5,"RS_case3_R20_vara0.5_varb0.1_contam_rho25.rds"
"CPF","contam",0.25,50,1,10.6656284179701,0.0426497439990938,0.0113079952020579,0.000326145397663995,0.565399760102895,0.0163072698831997,0.041781326767412,0.00802285612087666,0.279704427805373,0.0170640573815197,0.0360647712326063,0.000976549725514733,10.1819249547224,0.0288161948358629,0.062798059790228,0.00598712534463696,0.00413444229649271,0.000126857208625512,1.43763487975167,0.0682149631914288,0.000103621751101447,3.37044980209188e-06,14.12,0.224317559158749,0.865660000000935,0.0151350009269527,42.4,1.07930438671566,0.461983774496521,0.00750220572048419,3,20,0.5,"RS_case3_R20_vara0.5_varb0.1_contam_rho25.rds"
