"method","mis_type","rho","n","convergence_rate","MSPE_mean","MSPE_MCSE","beta_MSE_mean","beta_MSE_MCSE","beta_SSE_mean","beta_SSE_MCSE","intercept_MSE_mean","intercept_MSE_MCSE","Var_a_hat_mean","Var_a_hat_MCSE","Var_b_hat_mean","Var_b_hat_MCSE","Var_e_hat_mean","Var_e_hat_MCSE","Var_a_MSE_mean","Var_a_MSE_MCSE","Var_b_MSE_mean","Var_b_MSE_MCSE","Var_e_MSE_mean","Var_e_MSE_MCSE","G_MSE_mean","G_MSE_MCSE","selected_K_mean","selected_K_MCSE","runtime_mean","runtime_MCSE","iterations_mean","iterations_MCSE","group_ARI_mean","group_ARI_MCSE","case","R_setting","Var_a_setting","file"
"ORACLE","contam",0.25,50,1,9.03899640723303,0.0300649162529877,0.000927425088175463,2.16804255073207e-05,0.0463712544087731,0.00108402127536604,0.055194780045189,0.0139582032116282,0.419477457734902,0.025769422640274,NA,NA,8.95327873909273,0.0162812598312334,0.0390229738302746,0.00589385555661349,NA,NA,0.0151717678836794,0.00234224515185127,NA,NA,10,0,0.0610000000002944,0.00304255531698998,5.58,0.145938203304253,1,0,5,10,0.5,"RI_case5_R10_vara0.5_contam_rho25.rds"
"BLM","contam",0.25,50,1,9.89463465131746,0.070041631877465,0.00101399753593316,2.5659764000734e-05,0.0506998767966578,0.0012829882000367,0.290314615889027,0.0634548494572839,1.25277009236451,0.0921376713058447,NA,NA,9.81133883865471,0.0586678318477507,1.41044566189223,0.144591077979689,NA,NA,0.826924521301661,0.109204586637731,NA,NA,6,0,0.060659999998752,0.00255352657306694,4.5,0.0914732033918978,0.400434959256162,0.00696031986018955,5,10,2.25,"RI_case5_R10_vara2.25_contam_rho25.rds"
"CIRG","contam",0.25,50,1,11.0467834914683,0.141378462472143,0.00276995502272165,0.000340003148268955,0.138497751136083,0.0170001574134477,0.245893432837534,0.0491486886654811,0.266591001264635,0.0397832198274942,NA,NA,10.7293145733536,0.129926380446011,4.01146378067672,0.132357577046762,NA,NA,3.81769124606754,0.497489429389073,NA,NA,5.18,0.57618732781509,229.7995,43.5549152990187,11.06,1.59806260253867,-5.48648247374912e-05,8.98249176698073e-05,5,10,2.25,"RI_case5_R10_vara2.25_contam_rho25.rds"
"CPF","contam",0.25,50,1,9.88637280695249,0.0695270330352736,0.00101228352295299,2.55096762284355e-05,0.0506141761476497,0.00127548381142178,0.226581199397394,0.0580511857854705,1.07376418801201,0.0637580376721145,NA,NA,9.81067454370794,0.0584967550185794,1.58271996642519,0.139762311539601,NA,NA,0.824864862853552,0.109020695567678,NA,NA,9.34,0.101458748026084,0.266799999999639,0.0137790731598565,4.5,0.1,0.557858058922829,0.00426110665418428,5,10,2.25,"RI_case5_R10_vara2.25_contam_rho25.rds"
"KM","contam",0.25,50,1,10.9805892346338,0.141121627492364,0.00112239969424346,3.29711067403187e-05,0.056119984712173,0.00164855533701594,0.239677915541701,0.048882077938915,0.000862849085996332,0.000326610803880592,NA,NA,10.8807615248368,0.127667724362762,5.05862315067781,0.00146640626024345,NA,NA,4.33591725766084,0.553261150766391,NA,NA,2,0,593.349840000002,24.3680844104954,23.34,1.73948385495027,-3.45254366912629e-05,7.51674923284951e-05,5,10,2.25,"RI_case5_R10_vara2.25_contam_rho25.rds"
"LM","contam",0.25,50,1,10.9811345411418,0.141219566258767,0.0011200483929411,3.2518936872351e-05,0.0560024196470548,0.00162594684361755,0.239606077383625,0.0488791438667012,0,0,NA,NA,10.8810450597358,0.127686708663932,5.0625,0,NA,NA,4.33722139965847,0.553381017828319,NA,NA,1,0,0.008519999999844,0.000269905501288939,1,0,NA,NA,5,10,2.25,"RI_case5_R10_vara2.25_contam_rho25.rds"
"OBS","contam",0.25,50,1,9.88650469201574,0.0695352619556008,0.00101223901871401,2.54990120174776e-05,0.0506119509357004,0.00127495060087388,0.222951997397184,0.0578442897693516,1.05896160531038,0.0628188091988312,NA,NA,9.81147836496298,0.0584738252105378,1.61193639429363,0.138478671063971,NA,NA,0.826037360305872,0.109061939287047,NA,NA,10,0,0.044840000000404,0.00263126569996385,4.58,0.0951475760305526,0.574747545000269,0.00158701924397907,5,10,2.25,"RI_case5_R10_vara2.25_contam_rho25.rds"
"ORACLE","contam",0.25,50,1,9.03904012463103,0.0301315147854498,0.000927514885114458,2.16762924661961e-05,0.0463757442557229,0.00108381462330981,0.229407310178915,0.0601667841190166,1.89180206819126,0.111226930488654,NA,NA,8.95332550280691,0.016274710297374,0.73450583158252,0.107613606467951,NA,NA,0.0151569522561367,0.00234060464415874,NA,NA,10,0,0.0396600000011676,0.00134000000002555,4.24,0.0610118757258932,1,0,5,10,2.25,"RI_case5_R10_vara2.25_contam_rho25.rds"
"BLM","contam",0.25,50,1,9.25289373143821,0.0342893141917105,0.000967394840922646,2.87882958647751e-05,0.0483697420461323,0.00143941479323876,0.0497648757491665,0.00994190734718374,0.409271186918558,0.0245398691830574,NA,NA,9.14801270292061,0.0186817313708009,0.037739771319724,0.00830748583995288,NA,NA,0.0390091074893924,0.00629113597983634,NA,NA,6.98,0.02,0.0705399999988731,0.00243112638723284,6,0.153861851632414,0.258286205436774,0.00512999128074738,5,20,0.5,"RI_case5_R20_vara0.5_contam_rho25.rds"
"CIRG","contam",0.25,50,1,9.56001259530862,0.0409428846411217,0.00229980732416858,0.00018913290864466,0.114990366208429,0.00945664543223302,0.0360284351135564,0.0065156362608443,0.21750276719049,0.0290562347588971,NA,NA,9.29810217382957,0.0348596340867095,0.121173660684873,0.011983814030282,NA,NA,0.148409416386218,0.0217479809431907,NA,NA,4.88,0.513999920590798,226.106579999999,47.9559503386103,10.34,1.60295899854625,-0.000100747510322847,5.7452381167523e-05,5,20,0.5,"RI_case5_R20_vara0.5_contam_rho25.rds"
"CPF","contam",0.25,50,1,9.25099033144076,0.0342399971760413,0.000967635867084416,2.89466187129895e-05,0.0483817933542208,0.00144733093564947,0.0363745343374401,0.00917214652016856,0.29994879857431,0.0168399563634721,NA,NA,9.15420965155513,0.0186774110130821,0.0539161055777208,0.00595766065171545,NA,NA,0.0408740550581827,0.00652629978830813,NA,NA,13.98,0.214742370561298,0.362159999998403,0.0142098373512091,7.04,0.164030858221798,0.438036292386305,0.00871791182051723,5,20,0.5,"RI_case5_R20_vara0.5_contam_rho25.rds"
"KM","contam",0.25,50,1,9.49719197233595,0.0416077254691407,0.000991414191640508,2.87146677128829e-05,0.0495707095820254,0.00143573338564414,0.0358909688261658,0.0065056383864369,0.00033437270703406,0.000165764422945997,NA,NA,9.4277898387231,0.0273441251288362,0.249667085512425,0.000164336641101139,NA,NA,0.219641503888743,0.0245204785261901,NA,NA,2,0,565.932620000001,19.8176078172488,20.36,1.22249660906837,2.62899722809749e-05,3.8297923839928e-05,5,20,0.5,"RI_case5_R20_vara0.5_contam_rho25.rds"
"LM","contam",0.25,50,1,9.49711858598847,0.0416390852876291,0.000990993617935765,2.87650082218229e-05,0.0495496808967883,0.00143825041109114,0.0358874756139547,0.00650544192143068,0,0,NA,NA,9.4277721243834,0.0273331868702326,0.25,0,NA,NA,0.219597042519159,0.0245099539391128,NA,NA,1,0,0.00864000000117812,0.000443326939652175,1,0,NA,NA,5,20,0.5,"RI_case5_R20_vara0.5_contam_rho25.rds"
"OBS","contam",0.25,50,1,9.25042531756507,0.0342755565586165,0.000967430682810537,2.893470454967e-05,0.0483715341405269,0.0014467352274835,0.0286075006322211,0.00612565219098288,0.267184993817787,0.0145944405837315,NA,NA,9.16066117517198,0.0186706917811277,0.0646397142052752,0.00566560715298392,NA,NA,0.0428931550553496,0.00672718215017546,NA,NA,20,0,0.0717800000001444,0.00409233130504029,8.04,0.182857142857143,0.569457397804223,0.000945251283675142,5,20,0.5,"RI_case5_R20_vara0.5_contam_rho25.rds"
"ORACLE","contam",0.25,50,1,9.04945641268914,0.032642070984532,0.000952204357639461,2.73850952501027e-05,0.0476102178819731,0.00136925476250514,0.0295908710430758,0.00667797785227858,0.479395693533798,0.025310156920155,NA,NA,8.9491221254755,0.0163520515061665,0.0318141355677738,0.00788352294278878,NA,NA,0.0156906479506869,0.0026105030571877,NA,NA,20,0,0.0577799999987474,0.00177609753373601,6.56,0.137499536177325,1,0,5,20,0.5,"RI_case5_R20_vara0.5_contam_rho25.rds"
"BLM","contam",0.25,50,1,9.98466650650918,0.0558834965600432,0.0010377801641643,3.21277849097288e-05,0.0518890082082149,0.00160638924548644,0.206137938811234,0.0430823044532672,1.69775709733159,0.0906466643709495,NA,NA,9.87780309697019,0.0478655081425078,0.707596293865035,0.0998566749040242,NA,NA,0.88280251366774,0.0944151737629263,NA,NA,6.98,0.02,0.0587800000008428,0.00232770185352826,4.52,0.0768778516975641,0.272217489607333,0.00401447305625081,5,20,2.25,"RI_case5_R20_vara2.25_contam_rho25.rds"
"CIRG","contam",0.25,50,1,11.2121049300759,0.112323383690961,0.00254409480683174,0.000191587808618174,0.127204740341587,0.00957939043090872,0.150564680977892,0.027649411415824,0.229437009412566,0.0284938686563481,NA,NA,10.9374704390227,0.0978051241708411,4.12245792593089,0.112022120736707,NA,NA,4.22251797547643,0.432135979745513,NA,NA,5.26,0.527458287353568,189.448980000002,31.0060367024797,9.76,0.693738761629877,-1.15014599424669e-05,7.00334551918885e-05,5,20,2.25,"RI_case5_R20_vara2.25_contam_rho25.rds"
"CPF","contam",0.25,50,1,9.9738204362788,0.0557572508877835,0.00103581343953891,3.20377495557507e-05,0.0517906719769454,0.00160188747778753,0.132100195869025,0.026292219239399,1.32419822007051,0.0704544397402667,NA,NA,9.87892055932479,0.0475129254943921,1.10033651159725,0.105763003891885,NA,NA,0.883117775966545,0.0937071041888087,NA,NA,14.92,0.222857142857143,0.403340000000899,0.018844576115895,4.76,0.0883407133356589,0.481928079018232,0.00634765733186674,5,20,2.25,"RI_case5_R20_vara2.25_contam_rho25.rds"
"KM","contam",0.25,50,1,11.1425005947027,0.108855086944151,0.00115452024840439,3.48935181914951e-05,0.0577260124202195,0.00174467590957475,0.154812116539537,0.0283152102464154,0.000401821753398839,0.000218957314395418,NA,NA,11.0739231917739,0.100798563176207,5.0606943127434,0.000982835507983117,NA,NA,4.7990145719587,0.461979748965429,NA,NA,2,0,563.509739999998,24.6572177320469,21.76,1.74181701984228,2.62899722809749e-05,3.8297923839928e-05,5,20,2.25,"RI_case5_R20_vara2.25_contam_rho25.rds"
"LM","contam",0.25,50,1,11.1424020549469,0.108879253235632,0.00115367786865622,3.49529957079315e-05,0.0576838934328111,0.00174764978539657,0.154803726726737,0.0283148229342049,0,0,NA,NA,11.0739158245893,0.100793630773615,5.0625,0,NA,NA,4.79893529170369,0.461945246220754,NA,NA,1,0,0.0086399999979767,0.00031784991984396,1,0,NA,NA,5,20,2.25,"RI_case5_R20_vara2.25_contam_rho25.rds"
"OBS","contam",0.25,50,1,9.97225260625214,0.0556430990495949,0.00103643590026469,3.2122918429566e-05,0.0518217950132347,0.0016061459214783,0.117076813804323,0.0250618989349033,1.19653482991035,0.0578762862034133,NA,NA,9.88273148078374,0.0475118855337143,1.27392242532229,0.100929939006047,NA,NA,0.889826451248125,0.0941121643208455,NA,NA,20,0,0.0444600000011269,0.00139772701801261,5,0.0755928946018454,0.569457397804223,0.000945251283675142,5,20,2.25,"RI_case5_R20_vara2.25_contam_rho25.rds"
"ORACLE","contam",0.25,50,1,9.05081151163021,0.0327044350199183,0.000952604616971911,2.74325232878889e-05,0.0476302308485955,0.00137162616439445,0.119282682251283,0.0261249163309361,2.13900937247645,0.104018064240224,NA,NA,8.94915208204252,0.0163542186441464,0.542487046123956,0.144384282377056,NA,NA,0.0156910736661776,0.00261713677135716,NA,NA,20,0,0.0459799999982351,0.00209712923329412,5,0.0494871659305394,1,0,5,20,2.25,"RI_case5_R20_vara2.25_contam_rho25.rds"
"BLM","contam",0.25,50,1,9.23457785011857,0.0375256718204869,0.00453840447739179,0.00010643767378085,0.22692022386959,0.0053218836890425,0.286344363470155,0.0526570110991177,0.294346842362501,0.0215615915949224,NA,NA,9.13895315684645,0.0199849317282575,0.065073430619479,0.00716313832756602,NA,NA,0.0388784571105658,0.00705220369095562,NA,NA,6,0,0.0744999999998458,0.00218534077107543,5.66,0.141738477197857,0.401167783666277,0.00740381908181646,6,10,0.5,"RI_case6_R10_vara0.5_contam_rho25.rds"
"CIRG","contam",0.25,50,1,10.6248275064264,0.0597523634605567,0.00765731135866108,0.000187417780046334,0.382865567933054,0.0093708890023167,0.673898379501152,0.138117259235381,7.2947817994294,0.17653039361959,NA,NA,2.49490143700455,0.0921031891929376,47.6960457155599,2.47278796509173,NA,NA,42.7319741898015,1.15737380434071,NA,NA,3.32,0.188311509180389,208.39736,41.6271790488658,3.18,0.0548839220351387,-9.78424664629895e-05,0.000184047703774808,6,10,0.5,"RI_case6_R10_vara0.5_contam_rho25.rds"
"CPF","contam",0.25,50,1,9.23249941607377,0.0374737743787021,0.0045417377655371,0.000106540431523943,0.227086888276855,0.00532702157619717,0.286352334054426,0.0544516098335791,0.240564491356678,0.0150947970599936,NA,NA,9.14172215399152,0.0199298652819957,0.0784715751608562,0.00704153021931269,NA,NA,0.0395479459097612,0.00711507092246188,NA,NA,9.32,0.0966373401445015,0.261680000000113,0.00886876840721584,6.46,0.154417932764248,0.554427351483598,0.00448794684149076,6,10,0.5,"RI_case6_R10_vara0.5_contam_rho25.rds"
"KM","contam",0.25,50,1,9.47008395839754,0.0483849961483536,0.00469428244414007,0.000113963379160299,0.234714122207004,0.00569816895801493,0.247025765010074,0.0463222371050636,0.000556800689516946,0.000343820356752991,NA,NA,9.37422930743221,0.0314556300147755,0.249449301746939,0.00033836725718361,NA,NA,0.188530950862885,0.0277047322281019,NA,NA,2,0,631.72248,20.0084602630118,26.66,2.01192566909396,-3.19352513121669e-05,0.000106018599031634,6,10,0.5,"RI_case6_R10_vara0.5_contam_rho25.rds"
"LM","contam",0.25,50,1,9.46979433211142,0.0484369434151174,0.00469032174969622,0.000112721324886764,0.234516087484811,0.00563606624433821,0.23278303150395,0.0445038017425311,0,0,NA,NA,9.37433778540444,0.0314607131211187,0.25,0,NA,NA,0.18862782461588,0.0276966709465514,NA,NA,1,0,0.00998000000014493,0.00100467885008768,1,0,NA,NA,6,10,0.5,"RI_case6_R10_vara0.5_contam_rho25.rds"
"OBS","contam",0.25,50,1,9.23247954072268,0.0374613715168123,0.00454183244488617,0.000106628837779158,0.227091622244308,0.00533144188895789,0.274736998698711,0.0524515181993142,0.232469596179283,0.0143245814310179,NA,NA,9.14251260622272,0.019946128532242,0.0816270049939955,0.00698657550367585,NA,NA,0.0398043970602036,0.00716023121229101,NA,NA,10,0,0.0649999999996094,0.00187093777641665,6.7,0.196396101212393,0.574747545000269,0.00158701924397907,6,10,0.5,"RI_case6_R10_vara0.5_contam_rho25.rds"
"ORACLE","contam",0.25,50,1,9.04589368175435,0.0322197881605103,0.00443562107873631,0.000106643412351601,0.221781053936816,0.00533217061758004,0.284122508434184,0.0549443017869968,0.418375596844343,0.025776411050708,NA,NA,8.95071336284704,0.0164654489899472,0.0392192881566152,0.00586997001593583,NA,NA,0.0157136121134351,0.00246767855588966,NA,NA,10,0,0.0556400000002474,0.00152603527920345,5.58,0.145938203304253,1,0,6,10,0.5,"RI_case6_R10_vara0.5_contam_rho25.rds"
"BLM","contam",0.25,50,1,9.89896768827215,0.071195140420559,0.00488278908156266,0.000111499685752231,0.244139454078133,0.00557498428761157,0.582597721468044,0.11981430149793,1.27005324513351,0.0947683087792433,NA,NA,9.80789918122345,0.0593764541187038,1.4003662274684,0.143093429713517,NA,NA,0.825453688903344,0.110906262954047,NA,NA,6,0,0.0649599999997008,0.00233219875246867,4.52,0.0957888835099441,0.402339321533133,0.00751721951651597,6,10,2.25,"RI_case6_R10_vara2.25_contam_rho25.rds"
"CIRG","contam",0.25,50,1,12.3525451214024,0.156556869590432,0.00886265024627974,0.000224499500333069,0.443132512313987,0.0112249750166534,0.839626982718861,0.176041814684002,8.5355048476804,0.221257339660012,NA,NA,2.74739221462948,0.0995956599787671,41.9063568975317,2.97420096843684,NA,NA,39.5811495965198,1.16856164693656,NA,NA,3.52,0.162229366475182,181.522799999999,26.2196121117653,3.22,0.0591780433634514,-7.75966580744897e-05,0.000149318740146523,6,10,2.25,"RI_case6_R10_vara2.25_contam_rho25.rds"
"CPF","contam",0.25,50,1,9.89361525615079,0.070731720600723,0.00489298688139074,0.000111257680952492,0.244649344069537,0.00556288404762459,0.50103476686142,0.109547703358176,1.0743397344623,0.0638558204213738,NA,NA,9.80728004669291,0.0591408298034854,1.58197778424683,0.138303355933772,NA,NA,0.82308532353091,0.110573528827954,NA,NA,9.44,0.0996319758523583,0.288699999999226,0.0146601013444102,4.52,0.0957888835099441,0.563885409843564,0.00303269169205085,6,10,2.25,"RI_case6_R10_vara2.25_contam_rho25.rds"
"KM","contam",0.25,50,1,10.9920491865325,0.142080661544034,0.00550466635395942,0.000135062823919663,0.275233317697971,0.00675314119598317,0.444186271474813,0.0873874048078874,0.000560426546042372,0.000419796760109596,NA,NA,10.8758651262696,0.128282102969035,5.05998702985739,0.0018801583434404,NA,NA,4.32522857112023,0.557265381712202,NA,NA,2,0,651.58186,26.47185320361,34.18,5.65336742705674,-3.19352513121669e-05,0.000106018599031634,6,10,2.25,"RI_case6_R10_vara2.25_contam_rho25.rds"
"LM","contam",0.25,50,1,10.991671272427,0.142116380943249,0.00550758356564264,0.000134895098076295,0.275379178282132,0.00674475490381477,0.430706725361645,0.0872725727891203,0,0,NA,NA,10.8759488599743,0.128279451001009,5.0625,0,NA,NA,4.32550938514584,0.557210647184513,NA,NA,1,0,0.0115999999991618,0.00155051012014676,1,0,NA,NA,6,10,2.25,"RI_case6_R10_vara2.25_contam_rho25.rds"
"OBS","contam",0.25,50,1,9.89379809864458,0.0707595745049548,0.00489329974324192,0.000111218371315443,0.244664987162096,0.00556091856577215,0.496768868238442,0.108082748327476,1.05764828069443,0.0627489349377838,NA,NA,9.80795895371521,0.0591333797912515,1.61463663548644,0.138400601340439,NA,NA,0.824138744559859,0.110648867181555,NA,NA,10,0,0.0486999999990803,0.00187774289167217,4.56,0.0910707282886242,0.574747545000269,0.00158701924397907,6,10,2.25,"RI_case6_R10_vara2.25_contam_rho25.rds"
"ORACLE","contam",0.25,50,1,9.04590419186736,0.0322775889467999,0.00443473346877086,0.000106434005768376,0.221736673438543,0.0053217002884188,0.500648161449292,0.11457812327336,1.88918625687571,0.111251550793875,NA,NA,8.95075935836625,0.0164593800954948,0.736655027375431,0.10750568780039,NA,NA,0.0156992892517743,0.00246584184915762,NA,NA,10,0,0.0439600000005157,0.00150073723375159,4.22,0.0591780433634514,1,0,6,10,2.25,"RI_case6_R10_vara2.25_contam_rho25.rds"
"BLM","contam",0.25,50,1,9.25692050789075,0.0334385166114018,0.00444591632010502,0.000140882758296622,0.222295816005251,0.00704413791483113,0.207739576911573,0.0449893308346808,0.405521678770741,0.0232037154705855,NA,NA,9.1484166624698,0.0180699948901589,0.0353083613526535,0.00664051237988847,NA,NA,0.0380272167498626,0.00621102216733041,NA,NA,7,0,0.0722999999998137,0.00242609117043404,5.92,0.148020958251298,0.265336689211245,0.00445077285651048,6,20,0.5,"RI_case6_R20_vara0.5_contam_rho25.rds"
"CIRG","contam",0.25,50,1,10.6630659602145,0.0577295126630663,0.00767983650386295,0.000231676821286995,0.383991825193147,0.0115838410643498,0.648232806458275,0.114821188273853,7.51544647343342,0.193325633036853,NA,NA,2.42124909694892,0.0856243607273737,51.0478544406754,2.70803454551852,NA,NA,43.639208470744,1.07601995335945,NA,NA,3.34,0.158075156498549,282.88506,51.3765328237327,3.08,0.0387561713321444,-9.30008527801827e-05,0.000114638101478937,6,20,0.5,"RI_case6_R20_vara0.5_contam_rho25.rds"
"CPF","contam",0.25,50,1,9.25445381043614,0.033442345144503,0.00444227732990046,0.000141173930411149,0.222113866495023,0.00705869652055747,0.198348861303334,0.0408803359525425,0.304365439561011,0.0165542612776502,NA,NA,9.15505528204366,0.0180973543241714,0.0517010159941432,0.00532312081431913,NA,NA,0.0400903379328354,0.00644299639910347,NA,NA,14.16,0.198689584579585,0.355139999999956,0.00935499473692907,6.86,0.151212784255991,0.44715125662477,0.00797939708474551,6,20,0.5,"RI_case6_R20_vara0.5_contam_rho25.rds"
"KM","contam",0.25,50,1,9.50197415226232,0.0409570306387883,0.00457130252335885,0.000135073793942716,0.228565126167942,0.00675368969713581,0.231641554357097,0.0488902997835615,0.000593739986491707,0.000328320003815726,NA,NA,9.42812220319498,0.0266872999455656,0.2494118944479,0.000324381030229742,NA,NA,0.218187007809373,0.023797978311405,NA,NA,2,0,613.364220000002,26.1053634922925,28.56,2.36006917920053,-3.64158279821584e-05,7.60979579584114e-05,6,20,0.5,"RI_case6_R20_vara0.5_contam_rho25.rds"
"LM","contam",0.25,50,1,9.50181493520706,0.0409523026941077,0.00455831057988067,0.000136312388207108,0.227915528994034,0.00681561941035538,0.229437138814967,0.0490312382349988,0,0,NA,NA,9.42824814260138,0.0266569303641751,0.25,0,NA,NA,0.218215476527112,0.0237794795458887,NA,NA,1,0,0.0121799999996438,0.00220735135414034,1,0,NA,NA,6,20,0.5,"RI_case6_R20_vara0.5_contam_rho25.rds"
"OBS","contam",0.25,50,1,9.25415343743742,0.0334468660337951,0.00444261314676974,0.000140901468386898,0.222130657338487,0.00704507341934488,0.205243746285255,0.0438926930462227,0.267141909605976,0.0145369140919163,NA,NA,9.16120663024841,0.0180706438923075,0.0645776619564236,0.00568733380139916,NA,NA,0.0419884379994957,0.0066390830490049,NA,NA,20,0,0.0746799999999348,0.00213645519894701,8.02,0.184036376173576,0.569457397804223,0.000945251283675142,6,20,0.5,"RI_case6_R20_vara0.5_contam_rho25.rds"
"ORACLE","contam",0.25,50,1,9.05334604401513,0.0317278141187536,0.00435450715856908,0.000133411733168836,0.217725357928454,0.00667058665844178,0.208653602448131,0.0430759000311602,0.479192789601438,0.0252019587895864,NA,NA,8.9498800394599,0.0161085545856747,0.0315547376193384,0.0079547636204968,NA,NA,0.015226801455685,0.0023933015964607,NA,NA,20,0,0.0621200000005774,0.00175816230599344,6.52,0.146357125427037,1,0,6,20,0.5,"RI_case6_R20_vara0.5_contam_rho25.rds"
"BLM","contam",0.25,50,1,9.9883387972426,0.0557805134318955,0.00478325935728736,0.000160255421170416,0.239162967864368,0.0080127710585208,0.396352889225766,0.0755402312219166,1.72015631005051,0.0929691043667923,NA,NA,9.87771478479323,0.0470273485017392,0.704253799750704,0.101323465530079,NA,NA,0.878750247292727,0.0923234864606078,NA,NA,6.98,0.02,0.0710599999988335,0.00547755419887289,4.6,0.0808122035641769,0.272077658773694,0.0040685681592079,6,20,2.25,"RI_case6_R20_vara2.25_contam_rho25.rds"
"CIRG","contam",0.25,50,1,12.5444060006269,0.127286594770614,0.00896484627381203,0.000294971391586272,0.448242313690601,0.0147485695793136,0.731947697236725,0.142649440888937,8.69473649922189,0.247389410402991,NA,NA,2.84106083218817,0.0949301595322406,44.5335030430002,3.40676051311884,NA,NA,38.3741066970587,1.11474161234391,NA,NA,3.48,0.190037590266467,228.333019999998,42.4900921942072,3.2,0.0571428571428571,-0.000191846096394402,0.000120880665891193,6,20,2.25,"RI_case6_R20_vara2.25_contam_rho25.rds"
"CPF","contam",0.25,50,1,9.976580072899,0.0553930410288642,0.00477891185997759,0.000160693185043999,0.238945592998879,0.00803465925219997,0.339466353260841,0.0659520888314412,1.31713260142891,0.0686671763441762,NA,NA,9.87941669752975,0.0466882481140073,1.10128545756382,0.10320658698743,NA,NA,0.880183560979934,0.0916506081000482,NA,NA,14.84,0.20674345731572,0.459999999997963,0.0224166119160443,4.74,0.0894883415049476,0.479408744384164,0.00558184609615371,6,20,2.25,"RI_case6_R20_vara2.25_contam_rho25.rds"
"KM","contam",0.25,50,1,11.148893081739,0.10827246983853,0.00538713621710152,0.000168398994463926,0.269356810855076,0.00841994972319629,0.401350579050605,0.0742917704297871,0.000494466103790087,0.000278429613347373,NA,NA,11.073424372186,0.100165914976767,5.0602789456591,0.00124948224130469,NA,NA,4.79071594280824,0.459154360897011,NA,NA,2,0,623.265959999998,28.745461107053,31.54,2.18271689901015,-3.64158279821584e-05,7.60979579584114e-05,6,20,2.25,"RI_case6_R20_vara2.25_contam_rho25.rds"
"LM","contam",0.25,50,1,11.1488380535178,0.108269312112807,0.00537604334241233,0.000169261654417657,0.268802167120616,0.00846308272088283,0.402638323129512,0.0742331968811947,0,0,NA,NA,11.0735104206331,0.100144057499225,5.0625,0,NA,NA,4.7908582448421,0.459070117775927,NA,NA,1,0,0.0128599999990547,0.00347774381459029,1,0,NA,NA,6,20,2.25,"RI_case6_R20_vara2.25_contam_rho25.rds"
"OBS","contam",0.25,50,1,9.97547624379108,0.0552464231337604,0.004777696394362,0.00016073635924279,0.2388848197181,0.00803681796213949,0.305748215639927,0.0603822295299897,1.19576101616891,0.0576108479698182,NA,NA,9.88308594638761,0.0466938161231436,1.27405131541549,0.101073038535242,NA,NA,0.886676099450262,0.0920954830228198,NA,NA,20,0,0.0523800000021583,0.00176077209418095,5.08,0.0747239818892687,0.569457397804223,0.000945251283675142,6,20,2.25,"RI_case6_R20_vara2.25_contam_rho25.rds"
"ORACLE","contam",0.25,50,1,9.05468007880022,0.0318045708203615,0.00435605667785306,0.000133397978709555,0.217802833892653,0.00666989893547772,0.306571762825338,0.0569357592166506,2.1385333183214,0.103767279982463,NA,NA,8.9499134776855,0.0161109169523211,0.540039592477426,0.145096452800314,NA,NA,0.015227180324746,0.0023998967137203,NA,NA,20,0,0.0557400000016787,0.00378113577578141,4.98,0.053375833406484,1,0,6,20,2.25,"RI_case6_R20_vara2.25_contam_rho25.rds"
"BLM","contam",0.25,50,1,9.22588733324525,0.0382400101260698,0.00123224628314718,3.68071637478797e-05,0.061612314157359,0.00184035818739399,0.0642218331623266,0.0148697925005062,0.297132059884739,0.0220495508426187,NA,NA,9.13807833568153,0.0196701914765529,0.0649783530523094,0.00734242945695984,NA,NA,0.0380245319880711,0.00685263805815548,NA,NA,6,0,0.085660000000239,0.00281984367781075,5.74,0.15335699314651,0.393964876804909,0.00715491247294772,7,10,0.5,"RI_case7_R10_vara0.5_contam_rho25.rds"
"CIRG","contam",0.25,50,1,9.61423649294704,0.053114287965308,0.00265532637003492,0.000199228788078145,0.132766318501746,0.00996143940390724,0.068406198148893,0.0154023926729926,0.4196908907993,0.0676261650064037,NA,NA,9.12202001607441,0.0443766091578327,0.230541164500804,0.0521671766900415,NA,NA,0.111383772899805,0.019689450812548,NA,NA,5.56,0.573681273950643,208.32048,29.8765904847262,12.08,1.10244255715966,-3.04560358094345e-06,0.000145512778594412,7,10,0.5,"RI_case7_R10_vara0.5_contam_rho25.rds"
"CPF","contam",0.25,50,1,9.22434979202365,0.0383081869458373,0.00123184924297571,3.67367505596977e-05,0.0615924621487856,0.00183683752798488,0.0569848145596791,0.0143971459742787,0.239934567118533,0.0151513763956954,NA,NA,9.14091176881173,0.0196593841182479,0.0788826755073426,0.00715494754752099,NA,NA,0.0387942044011831,0.00694954612256639,NA,NA,9.42,0.0861417910381791,0.33752000000003,0.0164863886962478,6.52,0.167185586723746,0.557647467370517,0.00428087598594908,7,10,0.5,"RI_case7_R10_vara0.5_contam_rho25.rds"
